Region;Zone;Wereda;pcode;Date;seasone;seson_year;directely affected;Indirectly Affected;Affected;Deaths;Injured;Crop Damages;Lost Cattle ;Relocated ;Houses Destroyed 
 SNNPR; South Omo;Bako Gazer (Debub Ari);#N/A;30/11/2007;Kiremt;Kiremt_2007;; ;; ; ;;21; ; 
 SNNPR; South Omo;Bako Gazer (Debub Ari);#N/A;30/11/2007;Kiremt;Kiremt_2007;; ;; ; ;0.05;4; ; 
 Oromiya; West Hararge;Daro Lebu;040909;01/08/2004;Kiremt;Kiremt_2004;; ;;2; ; ;0; ; 
 Oromiya; West Arsi;Siraro;041701;01/04/2003;Belge;Belge_2003;; ;;3; ;890;190; ; 
 Oromiya; West Arsi;Adaba;041710;17/03/2007;Belge;Belge_2007;; ;;3; ; ;0; ; 
 Oromiya; West Arsi;Adaba;041710;21/03/2007;Belge;Belge_2007;; ;;3; ; ;0; ; 
 SNNPR; South Omo;Bako Gazer (Debub Ari);#N/A;30/11/2007;Kiremt;Kiremt_2007;; ;; ; ;3.5;1; ; 
 SNNPR; South Omo;Bako Gazer (Debub Ari);#N/A;30/11/2007;Kiremt;Kiremt_2007;; ;; ; ;501;7; ; 
 Oromiya; North Shewa;Dera;040602;01/09/2001;Kiremt;Kiremt_2001;; ;;3; ; ;0; ; 
 Oromiya; North Shewa;Dera;040602;01/09/2001;Kiremt;Kiremt_2001;; ;;3; ; ;0; ; 
 SNNPR; South Omo;Bako Gazer (Debub Ari);#N/A;02/12/2001;Kiremt;Kiremt_2001;;40,00;40; ; ;;16; ; 
 Oromiya; Jima;Kersa;041008;07/09/2002;Kiremt;Kiremt_2002;; ;; ; ;494;0; ; 
 Oromiya; Jima;Gera;040408;01/04/2002;Belge;Belge_2002;;625,00;625; ; ;40;0; ;125
 Oromiya; Jima;Dedo;040410;01/06/2004;Belge;Belge_2004;; ;; ; ;450;0; ; 
 Oromiya; Illubabur;Gechi;040306;18/05/2004;Belge;Belge_2004;; ;; ; ; ;0; ;22
 Oromiya; Illubabur;Darimu;040301;07/09/2007;Kiremt;Kiremt_2007;; ;; ; ;807;0; ; 
 Amhara; West Gojam;Bahri Dar Zuria;#N/A;14/08/2008;Kiremt;Kiremt_2008;; ;; ; ;400;0; ; 
 Amhara; West Gojam;Bahri Dar Zuria;#N/A;07/09/2006;Kiremt;Kiremt_2006;;2642,00;2642;1; ;293.5;0; ; 
 Amhara; West Gojam;Bahirdar Zuria;030702;01/08/2010;Kiremt;Kiremt_2010;;6,00;6; ; ;636;0; ; 
 SNNPR; Sidama;Awasa Town;#N/A;01/04/2002;Belge;Belge_2002;; ;; ; ; ;0; ;23
 Oromiya; East Shewa;Dugda;040707;07/09/2005;Kiremt;Kiremt_2005;;70000,00;70000;1; ; ;0; ; 
 Benishangul Gumz; Asosa;Asosa;#N/A;07/09/2005;Kiremt;Kiremt_2005;; ;;2; ; ;0; ; 
 Oromiya; East Shewa;Dugda;040707;07/09/2007;Kiremt;Kiremt_2007;;5549,00;5549; ; ;654;0; ;417
 Tigray; West Tigray;Asegede Tsimbila;#N/A;01/08/2010;Kiremt;Kiremt_2010;;4380,00;4380; ; ; ;0; ; 
 Afar; Zone 1;Asayita;#N/A;20/01/2008;Belge;Belge_2008;;493,00;493; ; ;22;0; ; 
 Oromiya; East Shewa;Meta;041009;07/09/2007;Kiremt;Kiremt_2007;; ;;3; ;2915;0; ; 
 Oromiya; East Shewa;Meta;041009;01/08/2007;Kiremt;Kiremt_2007;;27500,00;27500; ; ;1000;0; ; 
 Oromiya; East Shewa;Meta;041009;01/04/2002;Belge;Belge_2002;; ;;3; ;;26; ;12
 Afar; Zone 1;Asayita;#N/A;07/09/2007;Kiremt;Kiremt_2007;; ;; ; ;200;0; ; 
 Oromiya; East Shewa;Kurfa Chele;041007;07/09/2007;Kiremt;Kiremt_2007;; ;; ; ;208;0; ; 
 Oromiya; East Shewa;Kombolcha;041001;07/09/2007;Kiremt;Kiremt_2007;; ;; ; ;504;0; ; 
 Oromiya; East Shewa;Kombolcha;041001;25/08/2006;Kiremt;Kiremt_2006;; ;; ; ; ;0;100;394
 Oromiya; East Shewa;Kersa;041008;07/09/2007;Kiremt;Kiremt_2007;; ;; ; ;854;0; ; 
 Afar; Zone 1;Asayita;#N/A;07/09/2006;Kiremt;Kiremt_2006;;24700,00;24700; ; ; ;0; ; 
 Afar; Zone 1;Asayita;#N/A;07/09/2006;Kiremt;Kiremt_2006;;56300,00;56300; ; ;33305;169; ; 
 Oromiya; East Shewa;Goro Gutu;041010;07/09/2007;Kiremt;Kiremt_2007;; ;; ; ;854;0; ; 
 Oromiya; East Shewa;Girawa;041016;01/08/2005;Kiremt;Kiremt_2005;; ;; ; ;170;0; ;20
 Oromiya; East Shewa;Girawa;041016;01/08/2006;Kiremt;Kiremt_2006;;61000,00;61000;8; ;2000;0;217; 
 Oromiya; East Shewa;Girawa;041016;01/04/2003;Belge;Belge_2003;; ;; ; ;180;36; ;96
 Oromiya; East Shewa;Deder;041011;01/04/2003;Belge;Belge_2003;; ;; ; ;252;31; ;9
 Afar; Zone 1;Asayita;#N/A;05/12/2005;Kiremt;Kiremt_2005;;8700,00;8700; ; ; ;0; ; 
 Afar; Zone 1;Asayita;#N/A;01/07/2003;Kiremt;Kiremt_2003;; ;; ; ;;3381; ; 
 Oromiya; East Shewa;Bedeno;041013;07/09/2007;Kiremt;Kiremt_2007;; ;; ; ;230;0; ; 
 Oromiya; East Shewa;Bedeno;041013;14/05/2005;Belge;Belge_2005;; ;; ; ;4.14;0; ; 
 Afar; Zone 1;Asayita;#N/A;01/07/2003;Kiremt;Kiremt_2003;; ;; ; ;;3381; ; 
 Oromiya; Borena;Moyale;041210;07/09/2006;Kiremt;Kiremt_2006;; ;; ; ; ;0; ; 
 Oromiya; Borena;Arero;041208;01/04/2002;Belge;Belge_2002;; ;;1;2; ;0; ;12
 SNNPR; Sidama;Arbegona;#N/A;01/06/2004;Belge;Belge_2004;; ;;3; ;62;0; ; 
 Oromiya; Borena;Abaya;041213;07/09/2005;Kiremt;Kiremt_2005;; ;; ; ; ;0; ;19
 SNNPR; Sidama;Arbegona;#N/A;01/06/2004;Belge;Belge_2004;; ;;3; ;62;0; ; 
 Oromiya; Bale;Seweyna;041118;28/04/2005;Belge;Belge_2005;;2,00;2; ; ;;12; ; 
 Oromiya; Bale;Seweyna;041118;01/10/2001;Kiremt;Kiremt_2001;; ;;2;2; ;0; ; 
 Oromiya; Bale;Legehida;030420;07/09/2008;Kiremt;Kiremt_2008;;1530,00;1530; ; ; ;0; ; 
 SNNPR; Gamugofa;Arba Minch Town Adm;#N/A;07/09/2007;Kiremt;Kiremt_2007;;370,00;370; ; ; ;0;135;10
 SNNPR; Gamugofa;Arba Minch Town Adm;#N/A;07/09/2006;Kiremt;Kiremt_2006;;24800,00;24800; ; ; ;0; ; 
 Oromiya; Bale;Ginir;041108;07/09/2007;Kiremt;Kiremt_2007;; ;; ; ;592;0; ; 
 Oromiya; Bale;Gasera;041106;07/09/2008;Kiremt;Kiremt_2008;;5525,00;5525; ; ; ;0; ; 
 Oromiya; Bale;Dawe Kachen;041121;17/08/2001;Kiremt;Kiremt_2001;; ;; ; ; ;0;400; 
 Oromiya; Arsi;Hitosa;040807;07/09/2007;Kiremt;Kiremt_2007;; ;; ; ;333;0; ; 
 SNNPR; Gamugofa;Arba Minch Town Adm;#N/A;07/09/2005;Kiremt;Kiremt_2005;;22000,00;22000; ; ; ;0; ; 
 SNNPR; Gamugofa;Arba Minch Town Adm;#N/A;05/12/2005;Kiremt;Kiremt_2005;; ;; ; ;5311;447;18650;67
 Oromiya; Arsi;Sire;040820;07/09/2003;Kiremt;Kiremt_2003;; ;; ; ;429;0; ; 
 Oromiya; Arsi;Seru;040811;07/09/2008;Kiremt;Kiremt_2008;;3300,00;3300; ; ; ;0; ; 
 Oromiya; Arsi;Robe;040812;07/09/2008;Kiremt;Kiremt_2008;;8402,00;8402; ; ; ;0; ; 
 Oromiya; Arsi;Robe;040812;01/06/2004;Belge;Belge_2004;;2070,00;2070; ; ;344;0; ; 
 SNNPR; Gamugofa;Arba Minch Town Adm;#N/A;07/09/2005;Kiremt;Kiremt_2005;;12000,00;12000; ; ; ;0; ; 
 SNNPR; Gamugofa;Arba Minch Town Adm;#N/A;03/12/2003;Kiremt;Kiremt_2003;; ;; ; ;1213;0;7917;10
 SNNPR; Gamugofa;Arba Minch Town Adm;#N/A;01/10/2001;Kiremt;Kiremt_2001;; ;; ; ; ;0;2500; 
 Amhara; North Shewa;Antsokiya Gemza;#N/A;07/09/2006;Kiremt;Kiremt_2006;;3020,00;3020; ; ; ;0; ; 
 Amhara; North Shewa;Antsokiya Gemza;#N/A;24/06/2008;Belge;Belge_2008;;814,00;814; ; ; ;0; ; 
 Amhara; North Shewa;Antsokiya Gemza;#N/A;07/09/2007;Kiremt;Kiremt_2007;;183,00;183; ; ; ;0;183; 
 Amhara; North Shewa;Antsokiya Gemza;#N/A;07/09/2006;Kiremt;Kiremt_2006;; ;; ; ; ;0;490; 
 Amhara; North Shewa;Antsokiya Gemza;#N/A;07/09/2006;Kiremt;Kiremt_2006;;24430,00;24430; ; ;;3;77; 
 Amhara; North Shewa;Antsokiya Gemza;#N/A;07/09/2006;Kiremt;Kiremt_2006;; ;; ; ;62422;84; ; 
 Amhara; North Shewa;Antsokiya;030507;01/08/2010;Kiremt;Kiremt_2010;;130,00;130; ; ; ;0;130; 
 Amhara; Awi;Ankesha;#N/A;01/12/2006;Kiremt;Kiremt_2006;;6000,00;6000; ; ;1800;0; ; 
 SNNPR; Kembata Timbaro;Angacha;#N/A;05/12/2005;Kiremt;Kiremt_2005;; ;; ; ;550;5;6600;50
Amhara;South Wello;Ambasel and Tewlerda;#N/A;22/08/2010;Kiremt;Kiremt_2010;;;0;;;1368;;;
 Amhara; North Gondar;Alefa;#N/A;01/06/2004;Belge;Belge_2004;; ;;1; ;;154; ; 
 Tigray; South Tigray;Alage;#N/A;01/03/2004;Belge;Belge_2004;; ;; ; ;;63; ; 
 SNNPR; Alaba Sp.;Alaba;#N/A;07/09/2006;Kiremt;Kiremt_2006;;17973,00;17973; ; ; ;0; ; 
 SNNPR; Alaba Sp.;Alaba;#N/A;07/09/2006;Kiremt;Kiremt_2006;; ;; ; ;798;395;4073;658
 Gambella; Nuer;Lare;120102;22/11/2007;Kiremt;Kiremt_2007;;132,00;132; ; ; ;0;14346; 
 SNNPR; Alaba Sp.;Alaba;#N/A;06/12/2006;Kiremt;Kiremt_2006;; ;;1; ;;140;3000; 
 SNNPR; Alaba Sp.;Alaba;#N/A;04/12/2004;Kiremt;Kiremt_2004;; ;; ; ;1805.52;1106;8634;109
 Gambella; Agnuak;Lare;120102;07/09/2008;Kiremt;Kiremt_2008;; ;; ; ;1923.86;341;13004; 
 Tigray; Central Tigray;Ahieferom;#N/A;01/08/2010;Kiremt;Kiremt_2010;;1400,00;1400; ; ;56;0; ; 
 Gambella; Agnuak;Itang;120207;07/09/2007;Kiremt;Kiremt_2007;; ;; ; ;2617.19;747;50264; 
 Gambella; Agnuak;Gog;120203;07/09/2001;Kiremt;Kiremt_2001;;5,00;5; ; ;110;421;21733; 
 Oromiya; East Shewa;Adamitulu Jido Kombolcha;#N/A;01/04/2002;Belge;Belge_2002;; ;;4; ;;43; ; 
 Gambella; Agnuak;Itang;120207;07/09/2007;Kiremt;Kiremt_2007;;41,00;41; ; ; ;0;27143; 
 Gambella; Agnuak;Itang;120207;22/11/2007;Kiremt;Kiremt_2007;;209,00;209; ; ; ;0;8785; 
 Somali; Gode;Adadilo;#N/A;07/09/2006;Kiremt;Kiremt_2006;;250,00;250; ;3; ;0; ; 
 Somali; Gode;Adadilo;#N/A;07/09/2005;Kiremt;Kiremt_2005;; ;; ; ;;21; ; 
 Amhara; South Welo; Borenna ;#N/A;01/08/2010;Kiremt;Kiremt_2010;;1189,00;1189; ; ;119;0; ; 
 Amhara; South Welo;;#N/A;01/08/2010;Kiremt;Kiremt_2010;;17681,00;17681; ; ;531;1; ; 
 Amhara; South Welo;;#N/A;01/08/2010;Kiremt;Kiremt_2010;;39348,00;39348; ; ;14667;2;330; 
 Amhara; North Welo;;#N/A;01/08/2010;Kiremt;Kiremt_2010;;9252,00;9252; ; ;866;32; ; 
 Oromiya; West Arsi;;#N/A;01/07/2010;Kiremt;Kiremt_2010;;6000,00;6000; ; ; ;0; ; 
 Oromiya; West Arsi;;#N/A;01/08/2010;Kiremt;Kiremt_2010;; ;; ; ;111;0; ; 
 Tigray; ;;#N/A;07/09/2007;Kiremt;Kiremt_2007;;2697,00;2697; ; ;406;0; ; 
 Tigray; ;;#N/A;01/08/2006;Kiremt;Kiremt_2006;; ;;2; ;11800;1440;30900; 
 Tigray; ;;#N/A;07/09/2007;Kiremt;Kiremt_2007;;237,00;237; ; ; ;0; ; 
 Benishangul Gumz; Asosa;Menge;060301;19/09/2000;Kiremt;Kiremt_2000;; ;; ; ;;500; ;200
 Tigray; Mekele Especial Zone;;#N/A;01/06/2004;Belge;Belge_2004;; ;; ; ; ;0; ;47
 Somali; ;;#N/A;07/09/2007;Kiremt;Kiremt_2007;;361619,00;361619; ; ; ;0; ; 
 Somali; ;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;21000,00;21000; ; ; ;0; ; 
 Somali; ;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;5400,00;5400; ; ; ;0; ; 
 Somali; Liben;;#N/A;01/05/2002;Belge;Belge_2002;; ;;4; ; ;0; ; 
 Somali; Kebridehar (Korahe);;#N/A;07/09/2005;Kiremt;Kiremt_2005;;90000,00;90000;1; ; ;0; ; 
 Amhara; West Gojam;Semen Achefer;030701;14/08/2008;Kiremt;Kiremt_2008;; ;; ; ;786;0; ; 
 Amhara; West Gojam;Mecha;030704;07/09/2006;Kiremt;Kiremt_2006;;351,00;351;1; ; ;0;53; 
 Somali; Afder;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;107800,00;107800; ; ;;50000; ; 
 Somali; Afder;;#N/A;30/11/2003;Kiremt;Kiremt_2003;;100000,00;100000; ; ; ;0; ; 
 Somali; Afder;;#N/A;07/09/2006;Kiremt;Kiremt_2006;;43200,00;43200; ; ; ;0; ; 
 Somali; Afder;;#N/A;30/11/2003;Kiremt;Kiremt_2003;;10000,00;10000; ; ; ;0; ; 
 Amhara; Wag Himra;Sekota;030802;07/01/2008;Belge;Belge_2008;; ;; ; ;;96; ; 
 Amhara; Wag Himra;Sekota;030802;07/09/2006;Kiremt;Kiremt_2006;;5809,00;5809; ; ; ;0; ; 
 Somali; Afder;;#N/A;07/09/2003;Kiremt;Kiremt_2003;;25,00;25; ; ;2000;0; ; 
 Amhara; Wag Himra;Dehana;030803;17/11/2008;Kiremt;Kiremt_2008;; ;; ; ;53;0; ; 
 Amhara; Wag Himra;Dehana;030803;07/09/2006;Kiremt;Kiremt_2006;;1482,00;1482; ; ; ;0; ; 
 Somali; Afder;;#N/A;17/08/2006;Kiremt;Kiremt_2006;;33500,00;33500;1; ;4690;120;9015;3
 Somali; Afder;;#N/A;06/12/2006;Kiremt;Kiremt_2006;; ;;1; ; ;0; ; 
 Somali; Afder;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;6000,00;6000; ; ; ;0; ; 
 Somali; Afder;;#N/A;14/08/2006;Kiremt;Kiremt_2006;;21030,00;21030; ; ;4206;70; ;3
 Amhara; South Welo;Sayint;030411;16/07/2000;Kiremt;Kiremt_2000;;1,00;1;1; ; ;0; ; 
 SNNPR; ;;#N/A;07/09/2007;Kiremt;Kiremt_2007;;106800,00;106800; ; ; ;0; ; 
 SNNPR; ;;#N/A;07/09/2006;Kiremt;Kiremt_2006;; ;; ; ;3.5;0; ; 
 Amhara; South Welo;Kalu;030407;07/09/2006;Kiremt;Kiremt_2006;;7174,00;7174; ; ; ;0;18; 
 Amhara; South Welo;Jama;030414;01/06/2004;Belge;Belge_2004;; ;;1; ;;28; ; 
 Amhara; South Welo;Jama;030414;01/06/2004;Belge;Belge_2004;;75,00;75; ; ;122;0;375; 
 SNNPR; ;;#N/A;07/09/2006;Kiremt;Kiremt_2006;; ;; ; ;39449;0; ; 
 Amhara; South Welo;Albuko;030408;01/03/2004;Belge;Belge_2004;; ;; ; ;;19; ; 
 Amhara; South Gonder;Simada;030207;01/08/2006;Kiremt;Kiremt_2006;; ;;2; ;34;0; ; 
 Amhara; South Gonder;Libo Kemkem;030202;07/09/2007;Kiremt;Kiremt_2007;;1127,00;1127; ; ; ;0;1127; 
 Amhara; South Gonder;Libo Kemkem;030202;07/09/2006;Kiremt;Kiremt_2006;; ;;2; ;;600; ; 
 Amhara; South Gonder;Libo Kemkem;030202;07/09/2006;Kiremt;Kiremt_2006;;10000,00;10000; ; ; ;0; ; 
 Amhara; South Gonder;Libo Kemkem;030202;07/09/2006;Kiremt;Kiremt_2006;;20821,00;20821;1; ;2441;2790;3134; 
 Amhara; South Gonder;Libo Kemkem;030202;07/09/2000;Kiremt;Kiremt_2000;;10234,00;10234; ; ; ;0; ; 
 Amhara; South Gonder;Fogera;030203;07/09/2006;Kiremt;Kiremt_2006;;2964,00;2964; ; ; ;0; ; 
 Amhara; South Gonder;Fogera;030203;01/08/2006;Kiremt;Kiremt_2006;; ;; ; ; ;0;4430; 
 Amhara; South Gonder;Fogera;030203;07/09/2006;Kiremt;Kiremt_2006;;43127,00;43127; ; ;4240;210;9313; 
 Amhara; South Gonder;Fogera;030203;07/09/2000;Kiremt;Kiremt_2000;;13178,00;13178; ; ; ;0; ; 
 Amhara; South Gonder;Farta;030204;07/09/2008;Kiremt;Kiremt_2008;; ;; ; ;86;0; ; 
 Amhara; South Gonder;Farta;030204;01/06/2004;Belge;Belge_2004;; ;;2; ;;7; ;1
 Amhara; South Gonder;Dera;040602;01/08/2007;Kiremt;Kiremt_2007;; ;; ; ; ;0;3620; 
 Amhara; South Gonder;Dera;040602;18/02/2008;Belge;Belge_2008;; ;; ; ;;23; ; 
 Amhara; South Gonder;Dera;040602;07/09/2007;Kiremt;Kiremt_2007;; ;; ; ;308.2;0; ; 
 Amhara; South Gonder;Dera;040602;07/09/2006;Kiremt;Kiremt_2006;;7482,00;7482; ; ;206.5;4; ; 
 Amhara; South Gonder;Dera;040602;01/08/2006;Kiremt;Kiremt_2006;; ;;2; ; ;0; ; 
 Amhara; South Gonder;Dera;040602;01/07/2003;Kiremt;Kiremt_2003;; ;; ; ;;3100; ; 
 Amhara; South Gonder;Dera;040602;01/07/2003;Kiremt;Kiremt_2003;; ;; ; ;;3100; ; 
 Amhara; South Gonder;Dera;040602;07/09/2000;Kiremt;Kiremt_2000;;386,00;386; ; ; ;0; ; 
 SNNPR; ;;#N/A;07/09/2000;Kiremt;Kiremt_2000;;1,00;1; ; ; ;0; ; 
 SNNPR; Wolayita;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;504,00;504; ; ;252;0; ; 
 SNNPR; Wolayita;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;470,00;470; ; ;235;0; ; 
 SNNPR; Wolayita;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;363,00;363; ; ;73;0; ; 
 SNNPR; Wolayita;;#N/A;09/02/2005;Belge;Belge_2005;;426,00;426; ; ;150;0; ; 
 SNNPR; South Omo;;#N/A;07/09/2006;Kiremt;Kiremt_2006;;44000,00;44000; ; ; ;0; ; 
 SNNPR; South Omo;;#N/A;07/09/2007;Kiremt;Kiremt_2007;;15000,00;15000; ; ; ;0; ; 
 SNNPR; South Omo;;#N/A;09/01/2007;Belge;Belge_2007;; ;; ; ; ;0;12990; 
 SNNPR; South Omo;;#N/A;08/01/2006;Belge;Belge_2006;; ;;364; ;;15800;21523; 
 SNNPR; Silte;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;38150,00;38150; ; ; ;0; ; 
 SNNPR; Gurage;;#N/A;26/03/2001;Belge;Belge_2001;; ;;3; ; ;0; ; 
 Amhara; Oromiya Zone;Artuma Fursi;031004;07/09/2006;Kiremt;Kiremt_2006;;2755,00;2755; ; ;4150;1354;4951; 
 Amhara; Oromiya Zone;Artuma Fursi;031004;07/09/2007;Kiremt;Kiremt_2007;;587,00;587; ; ; ;0; ; 
 SNNPR; Gedeo;;#N/A;22/01/2007;Belge;Belge_2007;; ;; ; ;2;0; ; 
 Oromiya; Borena;;#N/A;07/09/2007;Kiremt;Kiremt_2007;;1000,00;1000; ; ;500;0; ; 
 Amhara; North Welo;Kobo;030302;01/08/2006;Kiremt;Kiremt_2006;; ;; ; ;;100;60;12
 Amhara; North Welo;Kobo;030302;14/11/2007;Kiremt;Kiremt_2007;;2288,00;2288; ; ;306.75;0;2288; 
 Amhara; North Welo;Kobo;030302;07/09/2006;Kiremt;Kiremt_2006;;102,00;102; ; ; ;0;56; 
 Amhara; North Welo;Kobo;030302;23/08/2006;Kiremt;Kiremt_2006;;87,00;87; ; ; ;0;87; 
 Amhara; North Welo;Habru;030308;07/09/2007;Kiremt;Kiremt_2007;;2,00;2; ; ; ;0; ; 
 Amhara; North Welo;Bugna;030301;01/08/2005;Kiremt;Kiremt_2005;; ;;2; ; ;0; ; 
 Amhara; North Shewa;Ensaro;030503;15/09/2008;Kiremt;Kiremt_2008;; ;;1;1; ;0; ; 
 Oromiya; ;;#N/A;07/09/2007;Kiremt;Kiremt_2007;;20156,00;20156; ; ; ;0; ; 
 Oromiya; ;;#N/A;16/05/2006;Belge;Belge_2006;; ;; ; ;70;0; ; 
 Oromiya; West Welega;;#N/A;07/09/2006;Kiremt;Kiremt_2006;;1715,00;1715; ; ;876;0; ;404
 Oromiya; West Shewa;;#N/A;07/09/2006;Kiremt;Kiremt_2006;;42185,00;42185;3; ;;575; ;400
 Oromiya; West Shewa;;#N/A;07/09/2003;Kiremt;Kiremt_2003;; ;; ; ;110;0; ; 
 Oromiya; West Hararge;;#N/A;07/09/2005;Kiremt;Kiremt_2005;; ;; ; ;;4; ; 
 Oromiya; West Hararge;;#N/A;07/09/2005;Kiremt;Kiremt_2005;; ;; ; ;;3; ; 
 Oromiya; West Hararge;;#N/A;07/09/2005;Kiremt;Kiremt_2005;; ;; ; ;;6; ; 
 Oromiya; West Arsi;;#N/A;06/12/2006;Kiremt;Kiremt_2006;; ;; ; ; ;0;2052; 
 Oromiya; South West Shoa;;#N/A;07/09/2006;Kiremt;Kiremt_2006;;75000,00;75000; ; ; ;0; ; 
 Oromiya; Jima Spe. Zone;;#N/A;01/09/2004;Kiremt;Kiremt_2004;; ;; ; ; ;0;210; 
 Oromiya; East Welega;;#N/A;17/06/2000;Belge;Belge_2000;; ;;2; ; ;0; ; 
 Oromiya; East Shewa;;#N/A;07/09/2006;Kiremt;Kiremt_2006;;6985,00;6985; ; ;708.5;0; ; 
 Amhara; North Gondar;Metema;030113;07/09/2006;Kiremt;Kiremt_2006;;966,00;966;1; ;398;17; ; 
 Amhara; North Gondar;Metema;030113;01/10/2001;Kiremt;Kiremt_2001;; ;; ; ;570;0; ; 
 Oromiya; East Shewa;;#N/A;06/12/2006;Kiremt;Kiremt_2006;;15000,00;15000; ; ; ;0; ; 
 Oromiya; East Shewa;;#N/A;07/09/2006;Kiremt;Kiremt_2006;;12551,00;12551;2; ;;13; ;423
 Oromiya; East Shewa;;#N/A;07/09/2007;Kiremt;Kiremt_2007;; ;; ; ;170;0; ; 
 Oromiya; East Shewa;;#N/A;07/09/2003;Kiremt;Kiremt_2003;; ;;38; ;153;72; ;105
 Oromiya; Borena;;#N/A;07/09/2006;Kiremt;Kiremt_2006;; ;; ; ; ;0; ;45
 Amhara; North Gondar;Dembia;030111;07/01/2008;Belge;Belge_2008;; ;; ; ;400;0; ;15
 Amhara; North Gondar;Dembia;030111;01/08/2007;Kiremt;Kiremt_2007;; ;;2; ;1600;0; ; 
 Amhara; North Gondar;Dembia;030111;07/09/2006;Kiremt;Kiremt_2006;;23860,00;23860;1; ;192.14;0; ; 
 Amhara; North Gondar;Dembia;030111;01/07/2001;Kiremt;Kiremt_2001;;1130,00;1130; ; ; ;0; ; 
 Amhara; North Gondar;Dembia;030111;01/07/2001;Kiremt;Kiremt_2001;;1130,00;1130; ; ; ;0; ; 
 Amhara; North Gondar;Dabat;030105;01/08/2005;Kiremt;Kiremt_2005;; ;; ; ;1035;52; ; 
 Oromiya; Borena;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;54108,00;54108; ; ; ;0; ; 
 Oromiya; Bale;;#N/A;07/09/2006;Kiremt;Kiremt_2006;;2405,00;2405;3; ; ;0; ; 
 Oromiya; Arsi;;#N/A;16/04/2005;Belge;Belge_2005;; ;; ; ; ;0; ;20
 Oromiya; Arsi;;#N/A;07/09/2004;Kiremt;Kiremt_2004;; ;; ; ; ;0; ; 
 Amhara; East Gojam;Goncha Siso Enese;030603;01/07/2004;Kiremt;Kiremt_2004;; ;;3; ; ;0; ; 
 Amhara; East Gojam;Goncha Siso Enese;030603;01/07/2004;Kiremt;Kiremt_2004;; ;;3; ; ;0; ; 
 Amhara; East Gojam;Dejen;030613;07/09/2006;Kiremt;Kiremt_2006;;288,00;288; ; ;701.75;953;2219; 
 Oromiya; ;;#N/A;07/09/2006;Kiremt;Kiremt_2006;;22000,00;22000; ; ; ;0; ; 
 Amhara; East Gojam;Bibugn;030601;01/06/2004;Belge;Belge_2004;; ;;3;5; ;0; ;4
 Harari; ;;#N/A;07/09/2007;Kiremt;Kiremt_2007;;3475,00;3475; ; ;444.5;0; ; 
 Gambella; ;;#N/A;07/09/2007;Kiremt;Kiremt_2007;;30915,00;30915; ; ; ;0; ; 
 Gambella; ;;#N/A;07/09/2006;Kiremt;Kiremt_2006;; ;;2; ;1050;0;30915;105
 Gambella; ;;#N/A;07/09/2001;Kiremt;Kiremt_2001;; ;;12; ;;49; ; 
 Gambella; ;;#N/A;07/09/2001;Kiremt;Kiremt_2001;; ;; ; ;;85; ; 
 Gambella; ;;#N/A;07/09/2001;Kiremt;Kiremt_2001;; ;; ; ;;284; ; 
 Gambella; North Shewa;;#N/A;01/08/2006;Kiremt;Kiremt_2006;; ;; ; ;;227;3250; 
 Gambella; Mezhenger;;#N/A;12/06/2007;Belge;Belge_2007;;2,00;2; ; ; ;0; ; 
 Dire Dawa; ;;#N/A;07/09/2007;Kiremt;Kiremt_2007;;9027,00;9027; ; ;257.6;0; ; 
 Dire Dawa; ;;#N/A;07/09/2006;Kiremt;Kiremt_2006;;10809,00;10809;256; ; ;0; ; 
 Dire Dawa; ;;#N/A;06/12/2006;Kiremt;Kiremt_2006;; ;;265; ;257.6;21;9956;6
 Afar; Zone 4;Ewa;020402;07/09/2007;Kiremt;Kiremt_2007;; ;; ; ; ;0; ;70
 Afar; Zone 3;Gewane;020303;24/08/2007;Kiremt;Kiremt_2007;;12000,00;12000; ; ;900;30; ; 
 Afar; Zone 3;Gewane;020303;01/08/2007;Kiremt;Kiremt_2007;; ;; ; ;800;30;12000; 
 Afar; Zone 3;Gewane;020303;07/09/2006;Kiremt;Kiremt_2006;;10294,00;10294;2; ;;15; ; 
 Afar; Zone 1;Dubti;020101;07/09/2006;Kiremt;Kiremt_2006;;7000,00;7000; ; ; ;0; ; 
 Afar; Zone 1;Dubti;020101;30/11/2005;Kiremt;Kiremt_2005;;4000,00;4000; ; ;1000;0; ; 
 Afar; Zone 1;Dubti;020101;07/09/2005;Kiremt;Kiremt_2005;;42000,00;42000; ; ; ;0; ; 
 Afar; Zone 1;Dubti;020101;14/04/2004;Belge;Belge_2004;;21847,00;21847; ; ;;123; ; 
 Afar; Zone 1;Dubti;020101;07/09/2003;Kiremt;Kiremt_2003;;38,00;38; ; ;15;500; ; 
