ID,Provider_1,ProvID_1,Provider_2,ProvID_2,Stationnam,RiverName,RiverBasin,Country,CountryNam,Continent,HydroRegio,DrainArPro,DrainArLDD,YProvided,XProvided,YCorrected,XCorrected,ToCalibrat,ValidGLOFA,Legend_for,Comments,StartDate,EndDate,AddedDate,Lake,Reservoir,Lastupdate,CalibYear,ExtractGroup
G1623,DWA,0,NA,NA,Vaal River At Riverton,Vaal,Orange,ZA,South Africa,Africa,47,120902,110883,-28.51345,24.69709,-28.55,24.55,0,0, ,[NV] Duplicate,01/01/1914,12/30/2012, ,0,0,,0,AF_20190502
G1624,DWA,0,NA,NA,Vaal River At Schoolplaats,Vaal,Orange,ZA,South Africa,Africa,47,115057,110171,-28.11458,24.91487,-28.45,24.75,1,1, , ,09/02/1940,4/30/2013, ,0,0,,2017,AF_20190502
G1625,DWA,0,NA,NA,Vaal River At Port Arlington,Vaal,Orange,ZA,South Africa,Africa,47,108652,104243,-27.66961,25.61767,-27.75,25.35,1,1, , ,04/01/1970,8/31/2013, ,0,206,,2017,AF_20190502
G1626,DWA,0,NA,NA,Limpopo River At Botswana,Limpopo,Limpopo,ZA,South Africa,Africa,46,98240,97206,-22.93476,28.00392,-22.85,28.05,1,1, , ,04/01/1971,7/31/2013, ,0,0,,2017,AF_20190502
G1627,DWA,0,NA,NA,Vaal River At Klipplaatdrift,Vaal,Orange,ZA,South Africa,Africa,47,79903,79269,-27.38972,26.46389,-27.55,26.15,1,1, , ,03/07/1972,8/31/2013, ,0,0,,2017,AF_20190502
G1628,DWA,0,NA,NA,Orange River At Roodepoort,Orange,Orange,ZA,South Africa,Africa,47,70897,69276,-30.58472,25.42083,-30.45,25.15,1,1, , ,12/01/1973,8/31/2013, ,0,0,,2017,AF_20190502
G1629,DWA,0,NA,NA,Vaal River At Pilgrims Estate,Vaal,Orange,ZA,South Africa,Africa,47,63437,66689,-27.01011,26.69808,-27.05,26.65,1,1, , ,07/02/1979,10/31/2013, ,0,0,,2017,AF_20190502
G1630,DWA,0,NA,NA,Olifants River At Kruger National Park,Elefantes _ Olifantsrivier,Limpopo,ZA,South Africa,Africa,46,53820,51785,-24.05652,31.72092,-24.05,31.85,1,1, , ,08/01/1994,02/11/1996, ,0,0,,0,AF_20190502
G1631,DWA,0,NA,NA,Olifants River At Kruger National Park,Elefantes _ Olifantsrivier,Limpopo,ZA,South Africa,Africa,46,49826,49631,-24.06628,31.24288,-24.05,31.45,1,1, , ,12/01/1987,10/31/2013, ,0,0,,2017,AF_20190502
G1632,DWA,0,NA,NA,Vaal River At De Vaal,Vaal,Orange,ZA,South Africa,Africa,47,49120,46957,-26.97056,27.20967,-26.95,27.05,1,1, , ,11/01/1938,9/30/2013, ,0,0,,2017,AF_20190502
G1633,DWA,0,NA,NA,Vaal River At Woodlands,Vaal,Orange,ZA,South Africa,Africa,47,47222,46957,-26.73828,27.59197,-26.95,27.05,1,0, ,[NV] Duplicate,11/01/1996,9/30/2013, ,0,0,,0,AF_20190502
G1634,DWA,0,NA,NA,Vaal River At Woodlands,Vaal,Orange,ZA,South Africa,Africa,47,47214,46541,-26.73581,27.60828,-26.95,27.25,0,0, ,[NV] Duplicate,10/01/1952,9/26/1996, ,0,0,,0,AF_20190502
G1635,DWA,0,NA,NA,Olifants River At Oxford,Elefantes _ Olifantsrivier,Limpopo,ZA,South Africa,Africa,46,46583,47260,-24.18473,30.82299,-24.05,31.15,1,1, , ,12/13/1966,9/30/2013, ,0,0,,2017,AF_20190502
G1636,DWA,0,NA,NA,Gourits River At Zeekoedrift,Gourits,Gamka,ZA,South Africa,Africa,48,43451,39864,-33.98028,21.65333,-33.95,21.65,1,1, , ,05/10/1964,6/30/2013, ,0,0,,2017,AF_20190502
G1637,DWA,0,NA,NA,Vaal River At Annie S Rust,Vaal,Orange,ZA,South Africa,Africa,47,38523,36503,-26.85347,28.12139,-26.85,28.05,1,1, ,[NV] Exclude?. At a dam site,02/01/1981,9/30/2013, ,0,377,,2017,AF_20190502
G1638,DWA,0,NA,NA,Na,Na,Orange,ZA,South Africa,Africa,47,34602,17956,-29.03278,23.98278,-29.05,23.95,1,1, ,CONTACT REGION FOR CORRECT DATA: C5H057 influences,08/04/1990,10/31/2013, ,0,0,,2017,AF_20190502
G1639,DWA,0,NA,NA,Riet River At Estate Biesiesbult,Riet,Orange,ZA,South Africa,Africa,47,33351,17048,-28.96037,24.24207,-28.95,24.25,1,1, , ,02/01/1953,2/28/1999, ,0,0,,0,AF_20190502
G1640,DWA,0,NA,NA,Riet River At Klipdrift,Riet,Orange,ZA,South Africa,Africa,47,31233,14923,-29.0425,24.59917,-29.05,24.55,1,1, , ,07/04/1989,10/31/2013, ,0,0,,2017,AF_20190502
G1641,DWA,0,NA,NA,Harts River At Lloyds,Harts,Orange,ZA,South Africa,Africa,47,29370,28635,-28.38651,24.29708,-28.35,24.35,1,1, , ,12/01/1994,8/31/2013, ,0,0,,2017,AF_20190502
G1642,DWA,0,NA,NA,Faure Crocodile River,Faure,Limpopo,ZA,South Africa,Africa,46,-9999,27759,-24.39619,27.08983,-24.25,26.95,1,1, , ,10/10/2002,10/22/2013, ,0,0,,2017,AF_20190502
G1643,DWA,0,NA,NA,Groot River At Sandpoort,Groot,Na,ZA,South Africa,Africa,48,28451,26631,-33.45778,24.68978,-33.45,24.65,1,1, , ,12/08/1982,6/30/2006, ,0,0,,2017,AF_20190502
G1644,DWA,0,NA,NA,Harts River At Spitskop,Harts,Orange,ZA,South Africa,Africa,47,28145,26692,-28.16291,24.47069,-28.25,24.45,1,1, , ,12/11/1967,7/31/1994, ,0,0,,0,AF_20190502
G1645,DWA,0,NA,NA,Olifants River At Tambotieboom,Elefantes _ Olifantsrivier,Limpopo,ZA,South Africa,Africa,46,-9999,23970,-24.77508,29.42196,-24.65,29.45,1,1, , ,10/01/1987,10/31/2013, ,0,0,,2017,AF_20190502
G1646,DWA,0,NA,NA,Harts River At Espagsdrif,Harts,Orange,ZA,South Africa,Africa,47,24097,24947,-27.90321,24.61514,-28.05,24.55,1,1, , ,05/01/1951,7/30/2013, ,0,0,,2017,AF_20190502
G1647,DWA,0,NA,NA,Doring River At Melkboom,Doring,Doring,ZA,South Africa,Africa,47,24044,24905,-31.8625,18.68639,-31.85,18.65,1,1, , ,04/09/1927,10/31/2013, ,0,0,,2017,AF_20190502
G1648,DWA,0,NA,NA,Krokodil River At Haakdoringdrift,Krokodil,Limpopo,ZA,South Africa,Africa,46,22270,22618,-24.69506,27.409,-24.65,27.45,1,0, ,[NV] Duplicate,11/01/1987,11/30/1995, ,0,0,,0,AF_20190502
G1649,DWA,0,NA,NA,Krokodil River At Haakdoringdrift,Krokodil,Limpopo,ZA,South Africa,Africa,46,22270,22618,-24.69508,27.409,-24.65,27.45,1,1, , ,11/02/1987,10/31/2013, ,0,0,,2017,AF_20190502
G1650,DWA,0,NA,NA,Komati River At Komatipoort,Komati,Incomati,ZA,South Africa,Africa,46,21652,21380,-25.43661,31.98244,-25.45,32.25,1,1, , ,11/01/1982,8/31/2013, ,0,0,,2017,AF_20190502
G1651,DWA,0,NA,NA,Krokodil River At Hardekoolbult,Krokodil,Limpopo,ZA,South Africa,Africa,46,21349,21010,-24.93392,27.548,-24.75,27.45,1,1, , ,08/01/1959,7/31/1992, ,0,0,,0,AF_20190502
G1652,DWA,0,NA,NA,Krokodil River At Nooitgedacht,Krokodil,Limpopo,ZA,South Africa,Africa,46,20627,20261,-25.06303,27.52,-24.95,27.55,1,1, , ,9/23/1982,10/31/2013, ,0,0,,2017,AF_20190502
G1653,DWA,0,NA,NA,Harts River At Tlapeng,Harts,Orange,ZA,South Africa,Africa,47,19733,20937,-27.47212,24.93043,-27.65,24.65,0,1, ,JD data not reliable [NV] suggest ignore period after 2/6/2005 . time series shows unrealistic constant flow for over 90 days around 2/6/2005. Flow duration curve appears strange,12/10/1995,8/31/2013, ,0,0,3/20/2019,2017,AF_20190502
G1654,DWA,0,NA,NA,Mzimvubu River At Ntontela,Mzimvubu,Na,ZA,South Africa,Africa,48,19273,18060,-31.3955,29.26508,-31.55,29.45,0,1, , ,12/01/1973,8/31/2013, ,0,0,,0,AF_20190502
G1655,DWA,0,NA,NA,Great Fish River At Sout Vleij,Great Fish _ Groot Vis,Groot Vis,ZA,South Africa,Africa,48,19134,20457,-33.02764,25.89331,-33.05,25.95,1,1, , ,03/01/1975,9/30/2013, ,0,0,,2017,AF_20190502
G1656,DWA,0,NA,NA,Vaal River At Villiers,Vaal,Orange,ZA,South Africa,Africa,47,18616,18307,-27.02314,28.59389,-26.95,28.45,0,1, , ,08/01/1995,8/31/2013, ,0,0,,0,AF_20190502
G1657,DWA,0,NA,NA,Modder River At Twee River,Modder,Orange,ZA,South Africa,Africa,47,17315,14721,-29.0437,24.64042,-29.05,24.65,1,0, ,[NV] Duplicate,2/23/1960,2/28/1999, ,0,0,,0,AF_20190502
G1658,DWA,0,NA,NA,Modder River At Tweeriviere,Modder,Orange,ZA,South Africa,Africa,47,17313,14721,-29.02861,24.63833,-29.05,24.65,1,1, , ,09/01/1989,11/30/2013, ,0,0,,2017,AF_20190502
G1659,DWA,0,NA,NA,Sak River At Williston,Sak,Orange,ZA,South Africa,Africa,47,16835,16968,-31.35383,20.89224,-31.15,20.65,1,1, , ,04/01/1973,2/29/1988, ,0,0,,0,AF_20190502
G1660,DWA,0,NA,NA,Vet River At Fizantkraal,Vet,Orange,ZA,South Africa,Africa,47,16153,16202,-27.935,2.612444,-27.85,25.95,1,1, , ,10/01/1968,8/31/2013, ,0,0,,2017,AF_20190502
G1661,DWA,0,NA,NA,Mogalakwena River At Leniesrus,Mogalakwena,Limpopo,ZA,South Africa,Africa,46,15845,15288,-22.55019,28.89752,-22.55,28.85,1,1, , ,3/24/1995,4/30/2013, ,0,0,,2017,AF_20190502
G1662,DWA,0,NA,NA,Wilge River At Frankfort,Wilge,Orange,ZA,South Africa,Africa,47,15673,15701,-27.27167,28.49111,-27.15,28.35,1,1, , ,01/01/1914,5/31/2013, ,0,0,,2017,AF_20190502
G1663,DWA,0,NA,NA,Vaal River At Nooitgedacht,Vaal,Orange,ZA,South Africa,Africa,47,15500,15073,-27.00231,28.76528,-27.05,28.75,1,1, , ,11/02/1985,11/30/2013, ,0,0,,2017,AF_20190502
G1664,DWA,0,NA,NA,Wilge River At Slabberts,Wilge,Orange,ZA,South Africa,Africa,47,15466,14459,-27.29389,28.48889,-27.35,28.55,1,1, , ,09/01/2003,5/31/2013, ,0,0,,2017,AF_20190502
G1665,DWA,0,NA,NA,Caledon River At Welbedacht,Caledon,Orange,ZA,South Africa,Africa,47,-9999,15495,-29.92639,26.85889,-30.05,26.85,1,1, , ,12/01/1991,9/30/2013, ,0,0,,2017,AF_20190502
G1666,DWA,0,NA,NA,Mogalakwena River At Leniesrus,Mogalakwena,Limpopo,ZA,South Africa,Africa,46,14733,14412,-22.59801,28.88612,-22.65,28.85,1,1, , ,07/01/1960,1/31/1997, ,0,0,,0,AF_20190502
G1667,DWA,0,NA,NA,Sondags River At De Draay,Sondags,Na,ZA,South Africa,Africa,48,13422,12576,-33.09931,25.0115,-33.15,25.05,1,1, , ,06/01/1978,10/31/2013, ,0,0,,2017,AF_20190502
G1668,DWA,0,NA,NA,Letaba River At Kruger National Park,Letaba,Limpopo,ZA,South Africa,Africa,46,12938,13141,-23.83838,31.63786,-23.85,31.65,1,1, , ,5/26/1984,7/31/2013, ,0,0,,2017,AF_20190502
G1669,DWA,0,NA,NA,Tugela River At Tugela Ferry,Tugela,Tugela,ZA,South Africa,Africa,48,12862,12277,-28.75003,30.44222,-28.75,30.45,1,1, , ,01/01/1927,9/30/2013, ,0,0,,2017,AF_20190502
G1670,DWA,0,NA,NA,Caledon River At Wilgerdraai,Caledon,Orange,ZA,South Africa,Africa,47,12852,12307,-29.61667,27.06556,-29.65,27.05,1,1, , ,12/01/1988,10/31/2013, ,0,0,,2017,AF_20190502
G1671,DWA,0,NA,NA,Tugela River At Impafana Loc,Tugela,Tugela,ZA,South Africa,Africa,48,12498,12176,-28.74623,30.37865,-28.75,30.35,1,1, , ,12/01/1982,8/31/1987, ,0,0,,0,AF_20190502
G1672,DWA,0,NA,NA,Groot River At Buffelsfontein,Groot,Gamka,ZA,South Africa,Africa,48,12493,11797,-33.74917,21.4444,-33.75,21.55,1,1, , ,07/01/1982,5/31/2013, ,0,0,,2017,AF_20190502
G1673,DWA,0,NA,NA,Olifants River At Loskop Nat  Res,Elefantes _ Olifantsrivier,Limpopo,ZA,South Africa,Africa,46,12286,12344,-25.41726,29.35807,-25.35,29.35,1,1, , ,10/01/1986,10/31/2013, ,0,0,,2017,AF_20190502
G1674,DWA,0,NA,NA,Sondags River At Jansenville,Sondags,Na,ZA,South Africa,Africa,48,11395,10501,-32.94944,24.66667,-32.95,24.65,1,1, , ,11/13/1923,11/30/1992, ,0,0,,0,AF_20190502
G1675,DWA,0,NA,NA,Mogalakwena River At Glen Alpine,Mogalakwena,Limpopo,ZA,South Africa,Africa,46,11292,11023,-23.18415,28.69964,-23.25,28.65,1,1, , ,05/01/1970,5/31/2013, ,0,0,,2017,AF_20190502
G1676,DWA,0,NA,NA,Komati River At M Weti,Komati,Incomati,ZA,South Africa,Africa,48,11182,10234,-25.45125,31.95175,-25.55,31.95,1,1, , ,12/15/2006,9/30/2013, ,0,0,,2017,AF_20190502
G1677,DWA,0,NA,NA,Olifants River At Warm Water,Olifants,Gamka,ZA,South Africa,Africa,48,10927,10096,-33.66,21.77306,-33.65,21.75,1,1, , ,05/07/1969,7/24/1990, ,0,0,,0,AF_20190502
G1678,DWA,0,NA,NA,Great Fish River At Rietfontyn,Great Fish _ Groot Vis,Groot Vis,ZA,South Africa,Africa,48,10830,10146,-32.08583,25.57583,-32.05,25.55,1,1, , ,05/01/1977,10/31/2013, ,0,0,,2017,AF_20190502
G1679,DWA,0,NA,NA,Orange River At Lesotho,Orange,Orange,ZA,South Africa,Africa,47,10680,10335,-30.04878,28.50561,-30.05,28.35,1,1, , ,09/01/1932,9/25/2001, ,0,0,,0,AF_20190502
G1680,DWA,0,NA,NA,Great Letaba River At Kruger National Park,Great,Limpopo,ZA,South Africa,Africa,46,10652,10970,-23.7025,31.21422,-23.75,31.35,1,1, , ,10/01/1988,6/30/2013, ,0,0,,2017,AF_20190502
G1681,DWA,0,NA,NA,Riet River At Philippia,Riet,Orange,ZA,South Africa,Africa,47,10568,10584,-29.46583,25.20889,-29.35,24.95,0,1, ,[FH] Suspicios data: with max value being 0.07 cms for  period from 1994 2010,06/01/1990,4/30/2013, ,0,45,,2017,AF_20190502
G1682,DWA,0,NA,NA,Orange River At Lesotho   Mantilane,Orange,Orange,ZA,South Africa,Africa,47,10497,10037,-30.06186,28.50975,-30.05,28.45,1,1, , ,07/01/1987,11/30/2013, ,0,0,,2017,AF_20190502
G1683,DWA,0,NA,NA,Wilge River At Ballingtomp,Wilge,Orange,ZA,South Africa,Africa,47,10489,9634,-27.30139,28.58556,-27.45,28.65,1,1, , ,07/01/1985,5/31/2013, ,0,0,,2017,AF_20190502
G1684,NA,0,UCONN,NA,Eddiem,Blue Nile,Nile,SD,Sudan,Africa,43,177643,176160,11.23,34.98,11.25,34.85,1,1, ,[NV] This data was from Feyera [FH] and is not officially provided (JD) added new provider2 shifted 1pxl,01/01/1965,9/30/2009,03/01/2019,0,0,03/01/2019,2017,AF_20190502
G1685,NA,0,NA,NA,Ros Old,Blue Nile,Nile,SD,Sudan,Africa,43,-9999,190039,11.85,34.38,11.85,34.35,1,1, ,[NV] This data was from Feyera [FH] and is not officially provided (JD) information regarding this station can be found on internet,07/06/1966,12/31/2008, ,0,587,,2017,AF_20190502
G1686,NA,0,NA,NA,Sennar U S,Blue Nile,Nile,SD,Sudan,Africa,43,-9999,203978,13.55,33.63,13.55,33.65,1,1, ,[NV] This data was from Feyera [FH] and is not officially provided (JD) information regarding this station can be found on internet,01/01/1968,12/31/2008, ,0,80,,2017,AF_20190502
G1687,NA,0,NA,NA,Khartoum,Blue Nile,Nile,SD,Sudan,Africa,43,-9999,309828,15.6,32.51,15.65,32.55,1,1, ,[NV] This data was from Feyera [FH] and is not officially provided (JD) information regarding this station can be found on internet,01/01/1965,9/30/2009, ,0,0,,2017,AF_20190502
G1688,NA,0,NA,NA,Dongola,Nile,Nile,SD,Sudan,Africa,43,-9999,2586140,19.16,30.53,19.15,30.45,0,0, ,[NV] This data was from Feyera [FH] and is not officially provided,01/01/1965,9/30/2009, ,0,0,,2017,AF_20190502
G1689,NA,0,NA,NA,Malakal,Nile,Nile,SD,Sudan,Africa,43,-9999,1417660,9.55,31.66,9.55,31.65,0,0, ,[NV] This data was from Feyera [FH] and is not officially provided,01/01/1965,9/30/2009, ,0,0,,2017,AF_20190502
G1724,DFO,56,NA,NA,Na,Shire,Zambezi,MW,Malawi,Africa,46,-9999,150488,-16.515,35.145,-16.55,35.15,0,1, , ,,, ,0,0,,0,AF_20190502
G1727,DFO,64,NA,NA,Na,Zambezi,Zambezi,NA,Namibia,Africa,46,-9999,331689,-17.505,24.615,-17.55,24.65,0,1, , ,,, ,0,0,,0,AF_20190502
G1735,DFO,94,NA,NA,Na,Chambeshi,Congo,ZM,Zambia,Africa,45,-9999,49544,-11.385,30.555,-11.35,30.55,0,1, , ,,, ,0,0,,0,AF_20190502
G1744,DFO,109,NA,NA,Na,Logone,Lake Chad,TD,Chad,Africa,43,-9999,66330,9.854,15.795,9.85,15.75,0,1, , ,,, ,0,0,,0,AF_20190502
G1745,DFO,111,NA,NA,Na,Ouham,Lake Chad,TD,Chad,Africa,43,-9999,319381,9.224,18.225,9.25,18.25,0,1, , ,,, ,0,0,,0,AF_20190502
G1782,DFO,260,NA,NA,Na,Pungue,Na,MZ,Mozambique,Africa,46,-9999,25477,-19.395,34.515,-19.35,34.55,0,1, , ,,, ,0,0,,0,AF_20190502
G1783,DFO,261,NA,NA,Na,Luangwa,Zambezi,ZM,Zambia,Africa,46,-9999,143167,-15.345,30.375,-15.35,30.35,0,1, , ,,, ,0,0,,0,AF_20190502
G1784,DFO,262,NA,NA,Na,Niger,Niger,ML,Mali,Africa,44,-9999,364298,16.154,-3.464,16.15,-3.45,0,1, , ,,, ,0,0,,0,AF_20190502
G1785,DFO,263,NA,NA,Na,Niger,Niger,ML,Mali,Africa,44,-9999,444563,16.604,-0.224,16.65,-0.25,0,1, , ,,, ,0,0,,0,AF_20190502
G1786,DFO,265,NA,NA,Na,Niger,Niger,ML,Mali,Africa,44,-9999,131768,13.364,-6.524,13.35,-6.45,0,1, , ,,, ,0,0,,0,AF_20190502
G1787,DFO,267,NA,NA,Na,Milo,Niger,GN,Guinea,Africa,44,-9999,11984,10.664,-9.224,10.65,-9.25,0,1, , ,,, ,0,0,,0,AF_20190502
G1790,DFO,275,NA,NA,Na,Chobe,Zambezi,NA,Namibia,Africa,47,-9999,150167,-18.045,24.615,-18.05,24.55,0,1, , ,,, ,0,0,,0,AF_20190502
G1791,DFO,277,NA,NA,Na,Zambezi,Zambezi,ZM,Zambia,Africa,46,-9999,294562,-16.245,23.265,-16.25,23.25,0,1, , ,,, ,0,0,,0,AF_20190502
G1792,DFO,278,NA,NA,Na,Zambezi,Zambezi,ZM,Zambia,Africa,46,-9999,276915,-15.345,22.995,-15.35,22.95,0,1, , ,,, ,0,0,,0,AF_20190502
G1793,DFO,282,NA,NA,Na,Okavango _ Cubango,Okavango,BW,Botswana,Africa,47,-9999,237000,-18.765,22.275,-18.75,22.25,0,1, , ,,, ,0,0,,0,AF_20190502
G1827,DFO,543,NA,NA,Na,Lake Mweru,Congo,CD,Congo,Africa,45,-9999,170816,-9.765,28.665,-9.75,28.65,0,1, , ,,, ,0,0,,0,AF_20190502
G1828,DFO,544,NA,NA,Na,Lake Mweru,Congo,CD,Congo,Africa,45,-9999,162009,-10.215,28.575,-10.25,28.55,0,1, , ,,, ,0,0,,0,AF_20190502
G1889,DFO,1247,NA,NA,Na,Limpopo,Limpopo,MZ,Mozambique,Africa,46,-9999,328159,-24.435,32.895,-24.45,32.85,0,1, , ,,, ,0,0,,0,AF_20190502
G1890,DFO,1251,NA,NA,Na,Limpopo,Limpopo,MZ,Mozambique,Africa,46,-9999,248554,-23.535,32.445,-23.55,32.45,0,1, , ,,, ,0,0,,0,AF_20190502
G1891,DFO,1275,NA,NA,Na,Lufira,Congo,CD,Congo,Africa,45,-9999,17639,-10.395,27.405,-10.45,27.45,0,1, , ,,, ,0,0,,0,AF_20190502
G1892,DFO,1290,NA,NA,Na,Great Ruaha,Rufiji,TZ,Tanzania,Africa,46,-9999,172994,-8.055,39.015,-8.05,38.95,0,1, , ,,, ,0,0,,0,AF_20190502
G1893,DFO,1292,NA,NA,Na,Kilombero,Rufiji,TZ,Tanzania,Africa,46,-9999,31392,-8.145,36.765,-8.15,36.75,0,1, , ,,, ,0,0,,0,AF_20190502
G1894,DFO,1418,NA,NA,Na,Niger,Niger,NE,Niger,Africa,44,-9999,1373360,11.834,3.555,11.75,3.55,0,1, , ,,, ,0,0,,0,AF_20190502
G1895,DFO,1419,NA,NA,Na,Niger,Niger,NG,Nigeria,Africa,44,-9999,1381880,11.474,4.095,11.45,4.05,0,1, , ,,, ,0,0,,0,AF_20190502
G1896,DFO,1420,NA,NA,Na,Niger,Niger,NG,Nigeria,Africa,44,-9999,1567550,11.204,4.365,11.15,4.35,0,1, , ,,, ,0,0,,0,AF_20190502
G1897,DFO,1432,NA,NA,Na,Niger,Niger,NG,Nigeria,Africa,44,-9999,1638670,9.044,5.175,9.05,5.15,0,1, , ,,, ,0,0,,0,AF_20190502
G1898,DFO,1437,NA,NA,Na,Niger,Niger,NG,Nigeria,Africa,44,-9999,2120920,6.254,6.705,6.25,6.75,0,1, , ,,, ,0,0,,0,AF_20190502
G1899,DFO,1438,NA,NA,Na,Anambra,Niger,NG,Nigeria,Africa,44,-9999,8736,6.524,6.885,6.55,6.85,0,1, , ,,, ,0,0,,0,AF_20190502
G1900,DFO,1441,NA,NA,Na,Benue,Niger,NG,Nigeria,Africa,44,-9999,301938,7.784,8.865,7.75,8.85,0,1, , ,,, ,0,0,,0,AF_20190502
G1901,DFO,1505,NA,NA,Omo River Delta,Omu Delta,Upper Ghibe,ET,Ethiopia,Africa,44,-9999,70253,4.814,36.045,4.85,36.05,0,1, , ,,, ,0,0,,0,AF_20190502
G1902,DFO,1517,NA,NA,Na,Webe Gestro,Juba Shabelle,ET,Ethiopia,Africa,43,-9999,24034,4.724,42.075,4.75,42.05,0,1, , ,,, ,0,0,,0,AF_20190502
G1903,DFO,1521,NA,NA,Na,Shabelle,Juba Shabelle,SO,Somalia,Africa,43,-9999,217911,2.564,45.495,2.55,45.45,0,1, , ,,, ,0,0,,0,AF_20190502
G1904,DFO,1522,NA,NA,Na,Shabelle,Juba Shabelle,ET,Ethiopia,Africa,43,-9999,145482,5.084,44.775,5.05,44.85,0,1, , ,,, ,0,0,,0,AF_20190502
G1905,DFO,1525,NA,NA,Na,Shabelle,Juba Shabelle,ET,Ethiopia,Africa,43,-9999,140545,5.444,44.505,5.45,44.45,0,1, , ,,, ,0,0,,0,AF_20190502
G1906,DFO,1526,NA,NA,Na,Shabelle,Juba Shabelle,ET,Ethiopia,Africa,43,-9999,138324,5.624,44.145,5.55,44.15,0,1, , ,,, ,0,0,,0,AF_20190502
G1907,DFO,1527,NA,NA,Na,Shabelle,Juba Shabelle,ET,Ethiopia,Africa,43,-9999,107146,6.074,43.065,6.05,43.05,0,1, , ,,, ,0,0,,0,AF_20190502
G1908,DFO,1529,SWALIM,NA,Jowhar,Shabelle,Juba Shabelle,SO,Somalia,Africa,43,-9999,212965,2.834,45.405,2.85,45.55,0,1, ,No data provided,,, ,0,0,,0,AF_20190502
G1909,DFO,1541,NA,NA,Na,Nile,Nile,SD,Sudan,Africa,43,-9999,1547210,12.374,32.805,12.35,32.75,0,1, , ,,, ,0,0,,0,AF_20190502
G1910,DFO,1542,NA,NA,Na,Nile,Nile,SD,Sudan,Africa,43,-9999,1575890,13.814,32.445,13.75,32.45,0,1, , ,,, ,0,0,,0,AF_20190502
G1911,DFO,1543,NA,NA,Na,Nile,Nile,SD,Sudan,Africa,43,-9999,1662940,14.804,32.265,14.75,32.25,0,1, , ,,, ,0,0,,0,AF_20190502
G1912,DFO,1544,NA,NA,Na,Blue Nile,Nile,SD,Sudan,Africa,43,-9999,200349,13.094,33.975,13.25,33.95,0,1, , ,,, ,0,0,,0,AF_20190502
G1913,DFO,1545,NA,NA,Na,Blue Nile,Nile,SD,Sudan,Africa,43,-9999,206392,13.724,33.615,13.75,33.55,0,1, , ,,, ,0,0,,0,AF_20190502
G1914,DFO,1547,NA,NA,Na,Nile,Nile,SD,Sudan,Africa,43,-9999,1676510,15.524,32.445,15.55,32.45,0,1, , ,,, ,0,0,,0,AF_20190502
G1915,DFO,1548,NA,NA,Na,Nile,Nile,SD,Sudan,Africa,43,-9999,1995400,16.514,32.895,16.45,32.85,0,1, , ,,, ,0,0,,0,AF_20190502
G1916,DFO,1582,NA,NA,Na,Mahavavy,Na,MG,Madagascar,Africa,46,-9999,2958,-13.185,49.005,-13.15,49.05,0,1, , ,,, ,0,0,,0,AF_20190502
G1979,DFO,14973,NA,NA,Na,Okavango _ Cubango,Okavango,NA,Namibia,Africa,47,-9999,100280,-17.865,19.62,-17.85,19.65,0,1, , ,,, ,0,0,,0,AF_20190502
G2001,DFO,253,NA,NA,Na,Shire,Zambezi,MW,Malawi,Africa,46,-9999,142811,-16.245,34.965,-16.25,34.95,0,1, , ,,, ,0,0,,0,AF_20190502
G4195,Synthetic,0,NA,NA,Na,Na,Na,MA,Marocco,Africa,43,-9999,25882,0,0,34.55,-6.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4199,Synthetic,0,NA,NA,Na,Na,Na,MA,Marocco,Africa,43,-9999,29660,0,0,34.45,-3.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4200,Synthetic,0,NA,NA,Na,Na,Na,MA,Marocco,Africa,43,-9999,19084,0,0,34.45,-2.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4208,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,39966,0,0,34.25,6.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4209,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,28033,0,0,34.25,6.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4212,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,18190,0,0,34.15,6.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4213,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,58568,0,0,34.15,6.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4233,Synthetic,0,NA,NA,Na,Na,Na,TN,Tunisia,Africa,43,-9999,28960,0,0,33.75,8.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4274,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,34339,0,0,32.35,7.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4280,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,54844,0,0,32.15,7.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4302,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,20348,0,0,31.45,7.65,0,0, , ,,, ,0,0,,0,AF_20190502
G4306,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,21957,0,0,31.35,7.55,0,0, , ,,, ,0,0,,0,AF_20190502
