County;sub_county;ward;Location;Sub_Location;other;scene;people_dead;people_injured;house_destroyed;house_damaged;household_displaced;people_displaced;services.disrupted;roads;livestock_lost;bridge;schools;latrine;wall;hospitals;drainage;inst.church.mosque;health_center;lost_crops_ha (acreage);cholera_outbreak;cholera.cases;situation;data_source;dref no;glidenumber;ID;data_quality;magnitude_impact;date_recorded
Migori;0;0;0;0;Kabuto;Kabuto;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;dref;appeal no. 14/02;0;871;1;0;2002/05/13 00:00:00
Migori;0;0;0;0;Kabuto, Nyora And Manyuanda.;Kabuto, Nyora And Manyuanda.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;0;908;0;0;2015/11/28 00:00:00
Homa Bay;Ndhiwa;0;0;0;Kadhola;Kadhola;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;krcs homa bay county manager reported 4 people to have been swept away by raging waters of r. osani in kadhola sub location in ndhiwa district at 2150hrs, 2 people swam to safety while the other 2 were found on saturday morning to have died. (brief: 2 fatalities);eoc;0;0;226;2;1;2015/05/02 00:00:00
Meru;Igembe North;0;0;0;Kaelo;Kaelo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gitonga (krcs central) at 2147hrs reported flash floods at kaelo market in igembe north following heavy rains experienced in the area. approximately 13 business shops were affected.  no injuries was however reported;eoc;0;0;870;2;0;2018/12/01 00:00:00
Kirinyaga;0;0;0;0;Kagio;Kagio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 2354hrs, nyambura (0722861742) reported a boy of 17years who drowned on friday (28/11/2014) at river rwamuthambi in kagio, kirinyaga county, and rescue efforts since then offered no results. eoc informed ndoc who promised to send a team;eoc;0;0;474;2;0;2014/11/30 00:00:00
Murang'a;0;0;0;0;Kahatia And Gitugi;Kahatia And Gitugi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gitonga (rm cental) reported of mudslide incident into two areas consecutively, kahatia and gitugi villages in muranga county, rcat muranga was activated to the scene and will give report updates.;eoc;0;0;1018;2;0;2018/04/28 00:00:00
Narok;0;0;0;0;Kaikia And Esamburbur –Narok Town Sub-Catchments;Kaikia And Esamburbur –Narok Town Sub-Catchments;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;0;1194;0;0;2015/11/22 00:00:00
Turkana;0;0;0;0;Kainuk;Kainuk;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rukia (krcs) reported of heavy rainfall that caused havoc at katilu ward in kainuk at 1213hrs. it has been raining heavily severally around the area, crops on seedbeds were reportedly destroyed.;eoc;0;0;1467;2;0;2017/09/05 00:00:00
Turkana;0;0;0;0;Kainuk;Kainuk;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nick (krcs turkana) reported of incidents that were as result of heavy downpour at 1503hrs.  transport was paralyzed in most part of the county, hindering the normal activities. three people who were marooned at kainuk bridge after their truck was overpowered by raging waters while attempting to cross were rescued by turkana rcat team.;eoc;0;0;1486;2;0;2018/04/29 00:00:00
Turkana;0;0;0;0;Kainuk Bridge And Kawalase Seasonal River;Kainuk Bridge And Kawalase Seasonal River;1;0;0;0;0;0;3 no. vehicles swept off at kainuk bridge and 1no. vehicle swept off on kawalase stream. 1 no. water pan at lomidat in lokichoggio division, turkana west washed away.;0;0;1;0;0;0;0;0;0;0;0;0;0;0;wra;0;0;1479;1;1;2018/04/19 00:00:00
Kajiado;Kajiado East;0;0;0;Kajiado;Kajiado;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;6_jan_2010_mdrke011;0;308;1;1;2009/11/04 00:00:00
Kajiado;Kajiado East;0;0;0;Kajiado;Kajiado;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;14_may_2010mdrke012;0;315;1;1;2010/05/14 00:00:00
Kajiado;Kajiado East;0;0;0;Kajiado;Kajiado;2;0;0;0;0;0;roads cut off;1;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;0;342;1;1;2018/01/03 00:00:00
Kajiado;Kajiado East;0;0;0;Kajiado;Kajiado;0;0;0;0;0;0;road cut;1;0;0;0;0;0;0;0;0;0;0;0;0;various floods related incidents were captured at isinya, kitengela, athi river and kiserian in kajiado county as from 1030hrs.  a personal vehicles was swept away by raging floods along kajiado- namanga road, two occupants on board managed to escape before the catastrophe. one middle aged man who was a passenger   was swept away in kiserian on his way to work.  the body was retrieved and taken to the morgues. in kisaju village, kitengela at least eleven people were marooned in their homes before the surface water drained off.  machakos – nairobi was cut off at athi stone disrupting the normal transport, motorists were advised to use alternative routes. green park estate in kitengela is amongst the areas that experienced flash floods. residents leaving in lowlands;eoc;0;0;344;2;0;2018/03/16 00:00:00
Kajiado;Kajiado East;0;0;0;Kajiado;Kajiado;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;leonard (krcs kajiado) reported flash floods in kajiado county. river oltinga burst its banks due to heavy rains experienced in the area and destroyed approximately 10 households.  three people were thereafter buried by mudslides in kajiado and their bodies taken to kiserian hospital mortuary;eoc;0;0;350;2;1;2018/05/02 00:00:00
Kajiado;Kajiado East;0;0;0;Kajiado;Kajiado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;flash floods were reported in kajiado county at 0802hrs after heavy downpour experienced overnight, kajiado rcat conducted assessments despite difficulties in accessing some areas and reported 50hhs affected and crops on the farms destroyed;eoc;0;0;352;2;0;2018/05/14 00:00:00
Kajiado;Kajiado North;0;0;0;0;Kajiado North;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;6_jan_2010_mdrke011;0;312;1;1;2010/01/06 00:00:00
Kakamega;Kakamega South;0;0;0;Kakamega;Kakamega;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 1539hrs, e.o.c via social media monitoring captured a report of a heavy downpour accompanied with heavy hailstone at idakho central and north ikolomani in kakamega county. the incident experienced two days ago caused massive destruction to houses roofing, plants and animals. about 39hhs were affected by the incident. no injuries were reported;eoc;0;0;375;2;0;2019/03/05 00:00:00
Migori;0;0;0;0;Kakelo-Kakoth, West Kanyarwanda And Amoyo (Nyatike);Kakelo-Kakoth, West Kanyarwanda And Amoyo (Nyatike);0;0;0;0;660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;bulletin (no. 2/2006);0;922;0;0;
Bungoma;0;0;0;0;Kakichuma Location In Malakisi Division, Bungoma District.;Kakichuma Location In Malakisi Division, Bungoma District.;2;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;14_may_2010mdrke012;0;64;1;1;2010/04/21 00:00:00
Kisumu;Nyando;0;0;0;Kakola And Kamagaga;Kakola And Kamagaga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 0842hrs victor (krcs kisumu) reported a case of floods in kisumu county. the water level in river nyando rose beyond its capacity and broke its banks, the villages affected include in kakola and kamagaga villages .residents were evacuated to kogallo evacuation centre by county government teams supported by krcs .ten elderly people were trapped in their houses, a total of 200 people were affected.;eoc;0;0;591;2;0;2015/11/17 00:00:00
Turkana;Turkana Central;0;0;0;Kakuma And Lodwar;Kakuma And Lodwar;0;2;0;0;0;0;road cut;1;0;0;0;0;0;0;0;0;0;0;0;0;heavy rainfall was experienced in parts of turkana county including kakuma and lodwar. the rains resulted in floods that swept away a lorry as it crossed a seasonal stream. no injuries were reported. in another incident river kawalase flooded cutting off transport along lodwar-kakuma road. the water later drainined allowing for normal operations to resume along the road.;eoc;0;0;1458;2;1;2015/11/19 00:00:00
Turkana;Turkana North;0;0;0;Kakuma Division Of Turkana North;Kakuma Division Of Turkana North;6;0;0;0;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;14_may_2010mdrke012;0;1424;1;1;2010/03/08 00:00:00
Turkana;Turkana West;Kalobeyei;Kalobeyei;0;0;Kalobeyei;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;kemboi (krcs north rift) reported a lightning incident in kalobeyei area in turkana county at 1225hrs.four children (1 with critical injuries and 3 with minor injuries) were reportedly hit by a lightning due to heavy rains currently experienced in the area. krcs ambulance is on ground in case of further incidents with north rift rcat making efforts to assist the affected families;eoc;0;0;1476;2;1;2018/04/15 00:00:00
Turkana;Turkana Central;Kalokol;Kalokol;0;0;Kalokol;0;0;0;0;0;0;road cut;1;0;0;0;0;0;0;0;0;0;0;0;0;krcs turkana rm reported flash floods at 1624hrs in turkana central sub county at kalokol ward, an estimated 312hh affected and 2 major roads cut off by raging water. krcs team have not been able to respond to the affected area due to no accessibility. (brief: 312hh);eoc;0;0;1462;2;0;2016/04/29 00:00:00
Taita Taveta;Voi;Kaloleni;Kaloleni;Kaloleni;0;Kaloleni;1;0;0;0;0;0;road;1;0;0;0;0;0;0;0;0;0;0;0;0;a drowning incident was reported in kaloleni village in voi sub-county where a 7-year old boy slipped and fell into a fishpond yesterday evening (18th nov). the body was retrieved early morning today and taken to the moi hospital mortuary by rescue teams from the community, the police and krcs. in another incident, transport was disrupted in taru along nairobi –mombasa highway due to heavy rainfall that rendered the roads impassable in some roads. officers from the traffic department were deployed helping to ease traffic along the highway. (brief: 1 fatality);eoc;0;0;1307;2;1;2015/11/18 00:00:00
Murang'a;0;0;0;0;Kaloleo;Kaloleo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rose (0731018287) reported at 2242hrs a mad slide incident in muranga county kalolelo village between kangema high and iila secondary school. people are relocating to their relatives who are on safer grounds. farms have been destroyed by the landslide which also shows cracks on grounds and houses. no injuries reported.;eoc;0;0;1022;2;0;2018/05/27 00:00:00
Kitui;Kitui Central;0;0;0;Kalundu Market;Kalundu Market;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;krcs kitui cm reported floods near kalundu market in kitui town at 0631hrs after heavy downpour hit most parts of the county affecting 9hh who were forced to seek refuge from the neighbouring areas at 0200hrs, 3hh managed to get some shelter mostly children. krcs kitui are carrying out assessment in the area and will update e.o.c.;eoc;0;0;624;2;0;2015/11/21 00:00:00
Nairobi;0;0;0;0;Kamaru;Kamaru;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6 people marooned on the rooftop following heavy rainfall that caused river athi to burst its banks;eoc;0;0;1041;2;1;2012/04/25 00:00:00
Turkana;0;0;0;0;Kambi  Karai;Kambi  Karai;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 0857hrs abraham (krcs county manager) reported a flooding incident in kambi-karai along turkana-kitale road. following heavy rainfall in the area the roads were destroyed paralyzing transport since yesterday night. in kainuk area approximately 150 families were destroyed. krcs conducted an assessment today and are planning on how to assist them. (brief; 150 families);eoc;0;0;1455;2;0;2015/11/10 00:00:00
Machakos;Kangundo;0;0;0;Kamulu River;Kamulu River;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;elizabeth (0721544911) reported to e.o.c at 2155hrs of flash floods along kangundo road, rendering be road impassable. the river near kamulu burst its banks, covering the nearby bridge and further developed into traffic snarl up along the road for several hours.  a lorry lost control and rolled at the bridge after hence blocking the bridge, the occupants on board escaped unhurt;eoc;0;0;710;2;0;2018/03/16 00:00:00
Homa Bay;0;0;0;0;Kanabi Division, West Rachuonyo District;Kanabi Division, West Rachuonyo District;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;14_may_2010mdrke012;0;205;1;1;2010/04/25 00:00:00
Homa Bay;0;0;0;0;Kanam;Kanam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at around 0930hrs, caleb via 0719472104 reported floods in kanam area in homabay county. strong winds attached with heavy down pour have displaced several families and destroyed property of unknown value in the area. rapid assessment is underway in facilitation of homabay  krcs team.;eoc;0;0;236;2;0;2018/01/11 00:00:00
Laikipia;0;0;0;0;Kangatia Village, Nanyuki;Kangatia Village, Nanyuki;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;14_may_2010mdrke012;0;658;1;1;2010/05/14 00:00:00
Murang'a;Kangema;0;0;0;0;Kangema;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gitonga (krcs rm) reported of a drowning incident at kangema area in muranga county. two school children of kigio primary school drowned while swimming in river chania last evening at 1230hrs. search and rescue was conducted by the county government and muranga rcat team, 2 bodies were retrieved and transported to thika morgue;eoc;0;0;1013;2;1;2018/03/07 00:00:00
Kitui;Kitui Rural;Kanyangi;Kanyangi;0;0;Kanyangi;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;mutio via 0701123042 reported a drowning incident of a middle aged man at river tiva at kanyangi location in kitui county at around 1315hrs. e.o.c activated kitui krcs and county team to facilitate sar. the incident remains active;eoc;0;0;627;2;1;2018/04/13 00:00:00
Migori;0;0;0;0;Kanyarwanda;Kanyarwanda;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;simon (0722424542) reported that a seasonal river at macalder kanyarwanda ward had overflown after heavy downpour blocking the road to muhuri.;eoc;0;0;915;2;0;2017/11/06 00:00:00
Bungoma;0;0;0;0;Kapchai;Kapchai;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;timothy (0712656195) reported to e.o.c at 2124hrs of a lightning strike case at kapchai village, a std 7 primary school girl was critically injured and was taken to kapchai hospital for treatment. many families are reported to have been rendered homeless as a result of the heavy rainfall experienced in the region.;eoc;0;0;83;2;1;2018/05/14 00:00:00
Elgeyo-Marakwet;Keiyo South;Kaptarakwa;0;Kaptarakwa;0;Kaptarakwa;9;9;0;12;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;jan_15th_2013_mdrke024;0;130;1;1;2013/01/15 00:00:00
Nakuru;0;0;0;0;Kaptembwo Slums;Kaptembwo Slums;0;0;0;0;0;0;latrine;0;0;0;0;1;0;0;0;0;0;0;0;0;a flood alert was raised via twitter by an ivolunteer at 1739hrs. e.o.c contacted the kenya red cross society nakuru branch coordinator who after sending a team to the field confirmed that there had been water overflowing into several houses. the water caused a toilet to collapse. luckily no injuries were reported from the incident.;eoc;0;0;1124;2;0;2012/06/26 00:00:00
Kisumu;0;0;0;0;0;Karachuonyo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;dref;bulletin (no. 2/2006);0;510;1;1;2006/05/19 00:00:00
Homa Bay;Karachuonyo;0;0;0;0;Karachuonyo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at around 1425hrs, hellen west kenya krcs reported floods in karachuonyo area in homabay county following heavy rainfall experienced in nyanza region. homabay rcat has since been activated and is on ground facilitating assessment besides mobilization of people to move to higher grounds.;eoc;0;0;238;2;0;2018/04/16 00:00:00
Marsabit;0;0;0;0;Kardi;Kardi;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 2027hrs, kulama (0720451210) reported of a drowning incident in kardi ward, marsabit county. a 13-year-old girl drowned in a water pan while playing.  search and retrieval for the missing minor are ongoing by the krcs team and the area residents.;eoc;0;0;828;2;1;2018/06/09 00:00:00
Marsabit;Mandera West;Kargi/ South Horr;Kargi;Kargi;0;Kargi;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;following the heavy downpour in marsabit county, bombe (krcs om) reported an incident that resulted from heavy rainfall. scores were rendered homeless at kargi village following the heavy rainfall. approximately 45 roofs of houses were blown off by strong winds. krcs team will conduct an assessment tomorrow. (brief; 45hhs);eoc;0;0;815;2;0;2017/04/19 00:00:00
Marsabit;Mandera West;Kargi/ South Horr;Kargi;Kargi;0;Kargi;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;maurice krcs, reported to e.o.c at 1246hrs of several houses and institutions in kargi, marsabit county. roofs was reported to have been blown off by strong wind and rain was experienced in the area. kenya red cross action team conducted an  assessment to establish the effects and humanitarian needs, approximately 217hhs affected and 1302 persons .;eoc;0;0;832;2;1;2019/03/09 00:00:00
Nairobi;0;Kariobangi South;0;Kariobangi South;0;Kariobangi South;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"magdalene reported floods in kariobangi south near kariobangi south primary school at 1900hrs, poor drainage and clogged drainage channels due to poor waste deposit in the area is. several plots around the area were marooned with dirty water for several hours before the water had subsided.



several roads were also rendered impassable due to raging flood water cutting across the roads mainly along kangundo/ eastern bypass intersection, in utawala, umoja and also along thika road around roysambu.



";eoc;0;0;1088;2;0;2016/01/17 00:00:00
Turkana;0;0;0;0;Karokol, Turkana West, South Sola;Karokol, Turkana West, South Sola;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;0;1447;1;1;2013/04/18 00:00:00
Kiambu;0;Karura;0;Karura;0;Karura;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 2138hrs, stanley via 0726340345 reported of flash floods at karura in kiambu county. a dam in munyaka area burst its banks after it filled to its threshold. krcs kiambu is monitoring the situation and advising people living in the riverine area and downstream to move to higher grounds.;eoc;0;0;409;2;0;2018/05/18 00:00:00
Garissa;Balambala ;0;0;0;Kasha;Kasha;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;"at around 2321hrs, dubow garissa county krcs coordinator notified e.o.c of a flooding



incident at kasha location, balambala sub county in garissa. three local herders and 100 goats



were reportedly marooned at kasha following over spilling of river tana due to increased



intensity of rainfall witnessed in north eastern kenya. krcs garissa divas facilitated their rescue



which ended at around 0100hrs.";eoc;0;0;195;2;1;2019/04/28 00:00:00
Kitui;Mwingi;0;0;0;Kasiluni;Kasiluni;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1.0 floods at kasiluni village in mwingi central



anent (0703402 292) reported of an incident that was a result of flash floods at kasiluni village in nguni at 0920hrs. a lorry with five people on board was swept away by flash floods while crossing river enzui, the river had burst its banks. search and rescue is ongoing by kitui rcat team and nps, two people were traced while three others are still missing.  following the heavy downpour on 12th march, that resulted into roofs being blown off at nduumoni area in kyangwithya east, assessment conducted indicated that 38hhs had been affected.



";eoc;0;0;626;2;0;2018/03/16 00:00:00
Kisumu;0;0;0;0;Kathoo;Kathoo;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;jan_15th_2013_mdrke024;0;557;0;0;2013/01/15 00:00:00
Turkana;Turkana South;Katilu;Katilu;Katilu;0;Katilu;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;0;1415;1;1;2008/10/04 00:00:00
Kisumu;0;0;0;0;Katito;Katito;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;monicah (0723101673) reported to e.o.c at 0326hrs of flash flood at katito village in kisumu county, houses reported to have been submerged and families displaced along katito road due to high level of water.;eoc;0;0;596;2;0;2018/03/19 00:00:00
Nairobi;Kibra;0;0;0;Katwekera;Katwekera;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"at 1704hrs, esther klb reported to e.o.c of a flash flood incident in katwekera in kibera



following heavy downpour experienced yesterday in the evening. the flood swept away and



drowned a mother with her two kids. the bodies of the diseased were retrieved at the nairobi



dam inlet near jonathan ngeno estate area.the mother was rescuscitated successfully. the bodies of the deceased were taken to nairobi



city mortuary by the kenya police.



assessment conducted by



krcs karen langata branch established that approximately 119 houses were marooned by flash



floods. krcs klb will give out nfi’s to the affected families.";eoc;0;0;1101;2;1;2019/04/23 00:00:00
Makueni;0;0;0;0;Kavuthu;Kavuthu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dr. maundu (0722884105) alerted e.o.c about a flash flood that affected kavuthu in makueni county at 2032hrs, krcs makueni county manager was informed and has sent a team to carry out assessment and will update e.o.c during the day.;eoc;0;0;720;2;0;2015/04/05 00:00:00
Kisumu;0;0;0;0;Kawino North;Kawino North;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;jan_15th_2013_mdrke024;0;558;0;0;2013/01/15 00:00:00
Migori;Kuria East;0;0;0;Kebarisia;Kebarisia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 1020hrs elly (krcs migori) reported an incident that was a result of the constant heavy downpour in the area. the water level in a dam at kebarisia village in kuria  east, migori was filled beyond its capacity and later burst its banks today in the morning, approximately 20hhs have been affected. no injuries or fatalities have been reported. people residing near the riverine areas have been advised to move safer areas.;eoc;0;0;920;2;0;2018/05/20 00:00:00
Elgeyo-Marakwet;0;0;0;0;Keiyo;Keiyo;0;0;0;0;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;dec_12th_2011_mdrke020;0;128;0;0;2011/12/12 00:00:00
Kisii;Kenyanya;0;0;0;Kenyanya;Kenyanya;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;jared (0791220399) reported to e.o., c at 2011hrs of a drowning incident at kenyanya district in kisii county. a male aged 40 drowned in river nyameta as he was trying to cross the river. the body of the deceased is still missing, the search for the body continues today;eoc;0;0;502;2;0;2018/05/06 00:00:00
Kiambu;0;0;0;0;Kenyatta University;Kenyatta University;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 1123hrs, eoc through social media monitoring captured reports of a road traffic accident at kenyatta university along thika road. a speeding personal car heading to town lost control and knocked down a motorbike rider with a passenger on board.  two casualties  with minor injuries  were evacuated to the nearest hospital by well-wishers. nps cleared the scene.;eoc;0;0;408;2;1;2018/04/18 00:00:00
Kisii;Kenyenya;0;0;Kenyenya;0;Kenyenya;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;e.o.c received information update over the 20th may 2012 floods at kenyenya kisii that 3 bodies were recovered. recovery process was done by krcs and the community.;eoc;0;0;491;2;1;2012/05/20 00:00:00
Elgeyo-Marakwet;0;0;0;0;Kerio Valley-Chepsigot Ward;Kerio Valley-Chepsigot Ward;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;0;125;0;0;2003/08/24 00:00:00
Kirinyaga;0;0;0;0;Kerugoya Town;Kerugoya Town;0;0;0;0;0;0;bridge;0;0;1;0;0;0;0;0;0;0;0;0;0;gitonga (krcs central) reported a flooding incident was reported at kerugoya town in kirinyaga county following heavy rains reported in the country. in addition, motorists got stranded for around 4 hours owing to overflow of rukanga bridge near makutano along nyeri-kerinyanga road. assessment done by central krcs ascertained 16 hhs affected by the raging waters.;eoc;0;0;482;2;0;2018/05/05 00:00:00
Kakamega;Matungu ;Khalaba;0;Khalaba;0;Khalaba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;musundi (0711927217) reported to e.o.c at 2048hrs, matunga sub county khalaba ward experienced heavy rainfall plus strong wind which destroyed few houses, one girl child age 6 confirmed dead after their house collapsed on her. red cross action team will do an assessment today. (;eoc;0;0;371;2;0;2018/05/13 00:00:00
Garissa;0;;Kiambere;Kiambere;0;Kiambere;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;flash floods were reported in garissa due to water spillage at kiambere dam affecting several hh at bula iftin, bula punda, lagbadana and madogo area, rcat garissa conducting sar and assessment in affected areas.;eoc;0;0;188;2;0;2018/04/27 00:00:00
Embu;Mbeere South;Kiambere;0;0;Kiambere;Kiambere;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 0953hrs, eoc via social media captured a report of drowning incident at kiruri river, kiambere in embu county. five nursery school girls were swept away by raging floods water as they were attempting to cross the river. three among them were swept away and their bodies were retrieved by villagers, two others were rescued by villagers and taken to embu level seven hospital;eoc;0;0;146;2;1;2018/03/07 00:00:00
Kiambu;Kiambu;0;0;0;0;Kiambu;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;0;384;1;1;2002/11/17 00:00:00
Kiambu;Kiambu;0;0;0;0;Kiambu;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;june_11th_2012_mdrke023;0;393;1;0;2012/06/11 00:00:00
Nairobi;0;0;0;0;Kiandutu;Kiandutu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;flood incident was reported at kiandutu slums in nairobi at around 0323hrs affecting 90hhs, the displaced families are camping at waithaka special needs school.;eoc;0;0;1097;2;0;2018/04/30 00:00:00
Kirinyaga;0;0;0;Kiangai;0;Kiangai;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;bulletin (no. 2/2006);0;486;0;0;
Makueni;0;0;0;0;Kiaoni;Kiaoni;0;0;0;0;0;0;bridge compromised;0;0;1;0;0;0;0;0;0;0;0;0;0;0;wra;0;0;740;1;0;2018/04/24 00:00:00
Nyeri;Mukurweini;0;0;0;Kiaru;Kiaru;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at a 2039hrs, gitonga (krcs central) reported a landslide incident at kiaru village, mukurweni central in nyeri county. following the heavy downpour experienced in the area, one person was buried alive.  at least 15 families were evacuated to safer grounds by nyeri county rcat together with combined efforts of villagers and the nps. the body has been retrieved.;eoc;0;0;1245;2;1;2018/05/04 00:00:00
Nairobi;Kibra;0;0;Kibera;0;Kibera;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;6_jan_2010_mdrke011;0;1031;0;0;2009/12/22 00:00:00
Nairobi;Kibra;0;0;Kibera;0;Kibera;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;floods incident was reported on saturday night in kibera otiende area, klb branch conducted an assessment yesterday and found that approximately three households were affected.;eoc;0;0;1091;2;0;2016/05/09 00:00:00
Nairobi;Kibra;0;0;0;Kibera Katwikera And Lindi;Kibera Katwikera And Lindi;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;beatrice (0723029175) reported floods in kibera at 1851hrs, where katwikera and lindi villages were affected at line saba location. where by 97 houses were submerged in soweto kianda in kibera. assessment was done by karen langáta branch assisted by the local administration.;eoc;0;0;1043;2;1;2012/04/27 00:00:00
Kisumu;Muhoroni;0;0;Kibigori;0;Kibigori;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;timothy omondi (0721753950) called e.o.c and informed that heavy rainfall had hit the area and that it had caused destruction and flood at kibigori junction in miwani, e.o.c informed a.s.g who sent ateam to the area and did assessment and reported that 3 shops and 3 hh were affected by the heavy rainfall.;eoc;0;0;540;2;0;2012/11/10 00:00:00
Kajiado;0;0;0;Kiboko;0;Kiboko;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a.s.g wangechi reported flash floods that were reported from kiboko after r.kiboko burst bank, 5 male rescued by kibwezi branch after they were trapped. this was caused by heavy rains from kajiado at 0800hrs, the area chief and ocs on the ground as rapid assessment was done.;eoc;0;0;327;2;0;2013/03/20 00:00:00
