lon,lat,type,name
37.01288837,-1.096483315,pharmacy,jkuat hosp
36.86399996,-1.310980073,pharmacy,JN Chemist and Cosmetic
36.75066498,-1.289773355,pharmacy,Joag Chemist
36.8862514,-1.315975855,pharmacy,jobe medical clinic
40.10341074,1.783710696,pharmacy,Johar Dispensary
35.73299892,-0.251457975,pharmacy,Joisa Chemistry
36.79486778,-1.316440464,pharmacy,Jomingo Chemist
36.66386065,-1.244785082,pharmacy,Jomiwa Chemist
37.15073674,-0.731129148,pharmacy,Jomol chemists
36.74318262,-1.282868427,pharmacy,Jomu Pharmaceutical
36.75863214,-1.276923143,pharmacy,Joy Enterprise
36.72891126,-1.290063117,pharmacy,Juben
37.15983998,-0.721565983,pharmacy,Kahuro Chemist
36.75282566,-1.288203341,pharmacy,Kaimosi
36.80425786,-1.265064007,pharmacy,Kam Pharmacy Ltd
36.78060497,-1.310068541,pharmacy,Karanja Chemist
34.78409162,-0.107830041,pharmacy,Kasawino Family Chemist
34.783955,-0.10817504,pharmacy,Kasule Chemist
36.87860123,-1.317285024,pharmacy,Katope Medical Clinic
36.74684886,-1.290000672,pharmacy,Kawangware Chemist
36.74880067,-1.29038163,pharmacy,Keli Chemist
36.87852529,-1.31608834,pharmacy,Kemer Junior Medical Center
36.87408599,-1.31920733,pharmacy,Kengori med clinic
39.57803246,-4.307795945,pharmacy,Ken's Pharmacy And Cosmetics
36.75647162,-1.286026728,pharmacy,Keystone Pharmacy
36.78243985,-1.314319926,pharmacy,Kibera Family Drugs and Medication Information Centre
36.78756329,-1.305937269,pharmacy,Kibera Herbalist
34.75512494,-0.120853339,pharmacy,Kilo Junction Chemist
36.86472399,-1.259938557,pharmacy,Kim's Pharmacy
36.84050372,-1.309582558,pharmacy,Kingori Chemist
36.88442858,-1.318504507,pharmacy,Kingori Medical Centre
36.87657164,-1.309698312,pharmacy,King'ori's chemist
36.86429995,-1.312460066,pharmacy,Kingstone Clinic
36.79902923,-1.31794862,pharmacy,Kisum Community Pharmacy
34.77527864,-0.083541129,pharmacy,Kisumu County Pharmaceuticals
34.78317162,-0.107881757,pharmacy,Kolua Community Chemist
36.86205167,-1.258668364,pharmacy,Kopok Chemist
36.86246817,-1.258437107,pharmacy,Kopok chemist
34.78445246,-0.095184347,pharmacy,Koyango Pharmacy
36.75330955,-1.297956356,pharmacy,L
40.0592444,1.746530417,pharmacy,Ladnan Pharmacy
36.87122876,-1.31736482,pharmacy,Lagos cilinic
36.78271218,-1.314423275,pharmacy,lakaside chemist
34.78486997,-0.076808533,pharmacy,Lake City Medical Center
34.78494666,-0.078215016,pharmacy,Lake Pharmacy
36.78266725,-1.314483876,pharmacy,Lake side clinic
36.78913079,-1.327428217,pharmacy,Langata Chemists
36.75330025,-1.282154876,pharmacy,Larmar
36.72655309,-1.287671844,pharmacy,Late Night
36.75140828,-1.28866334,pharmacy,Late Night Chemist
36.74917166,-1.287598335,pharmacy,Late Night Chemist
36.86446314,-1.258889562,pharmacy,Late night chemist
36.77820908,-1.311640315,pharmacy,Lazarus Herbal Solution
34.78083324,-0.091336718,pharmacy,Leclyme Chemist
36.77986828,-1.313041267,pharmacy,Ledos
36.77584623,-1.310858871,pharmacy,Lee-Med Chemist
40.00738648,1.62762784,pharmacy,Lehely District Hospital
35.74217777,0.492407266,pharmacy,Lelbel Chemist
34.76314323,-0.08069673,pharmacy,Life Care Chemist
36.87559439,-1.256868853,pharmacy,Life Care Chemist
36.88328169,-1.247612214,pharmacy,Lifecode Medical services
34.78444769,-0.09515895,pharmacy,Lifesaver
36.86461494,-1.259544943,pharmacy,Likened pharmacy
36.77618175,-1.316632912,pharmacy,Lindex Dispensing Chemist
36.79864735,-1.294373511,pharmacy,Linkemmed Pharmacy
36.88605099,-1.210560431,pharmacy,Livewell Pharmacy & Cosmetics
36.84514797,-1.266100346,pharmacy,LIZ Rich medical
39.27788447,1.474362561,pharmacy,Loll Kuta North Dispensary
39.36712676,1.262032525,pharmacy,Loll Kuta South Dispensary
37.44693534,-1.662922106,pharmacy,Longonot Chemist
36.81607165,-1.292896704,pharmacy,Lords Healthcare Ltd
36.79033937,-1.314469124,pharmacy,Loving Hearts Dispensary
36.66447395,-1.244578301,pharmacy,LUC Pharmacy
36.66425753,-1.245594858,pharmacy,Lufestyle pharmacy
36.87229997,-1.310630045,pharmacy,Lunga Lunga Medical Center
34.2970365,0.179695138,pharmacy,Lutta Pharmact
36.86141598,-1.262424881,pharmacy,Lynsha pharmacy
36.76230803,-1.275815307,pharmacy,Mac Olben
39.55642752,-4.21108672,pharmacy,Magodzoni Dispensary
36.86018837,-1.262770132,pharmacy,Maisha clinic
34.76895323,-0.101895066,pharmacy,Makasembo Pharmarcy
39.66483855,-4.050913747,pharmacy,Makupa Chemist
36.79399539,-1.311600921,pharmacy,Malendo Chemist
36.82654232,-1.287975269,pharmacy,Malibu
36.7971086,-1.294706859,pharmacy,Malibu Pharmacy Ltd
36.82315419,-1.285136738,pharmacy,Malibu Pharmacy Ltd
36.85454324,-1.265657614,pharmacy,Mama africa clinic
34.29783772,0.179754063,pharmacy,Mama Uzima Medical Clinic
36.8762103,-1.316269473,pharmacy,Mara health centre
36.74531824,-1.286108368,pharmacy,Margjallean Pharmaceuticals
36.74531824,-1.286108368,pharmacy,Margjallean Pharmaceuticals
36.85369927,-1.262813131,pharmacy,Marisa Chemist
36.87651967,-1.315112435,pharmacy,MASCO medical clinic
36.85529292,-1.262078625,pharmacy,Mathare4Achemist
37.15946263,-0.72143841,pharmacy,Mathioya dispensing Chemists
36.93861105,-1.393312909,pharmacy,Max Pharmaceuticals Limited
34.72870526,-0.076174275,pharmacy,Mayas Pharmaceutical
37.15052962,-0.731608341,pharmacy,Mbiri chemist
36.87759976,-1.309508714,pharmacy,Medical clinic
37.16011617,-0.722361928,pharmacy,Medicare Pharmaceuticals
36.876015,-1.255528922,pharmacy,MEDINA CHEMIST
36.88200906,-1.318118521,pharmacy,Mediva Chemist
35.86035825,3.534667219,pharmacy,Medseth Medical clinic-Kalokol
34.75996012,-0.12004021,pharmacy,Medstar Pharmacy
36.87039996,-1.310690059,pharmacy,Melihep Medical Clinic
36.74681835,-1.289956919,pharmacy,Melmarvic
36.86449994,-1.311180065,pharmacy,Mercy Chem
36.7923911,-1.312037031,pharmacy,Meru Chemist
36.79505428,-1.31632932,pharmacy,Mid Rift Chemist
36.8578085,-1.261821133,pharmacy,Migingo chemist
36.84018705,-1.225107056,pharmacy,Mimosa Pharmacy
36.76320564,-1.298090382,pharmacy,"Mimosa Pharmacy, Doctor and Laboratory"
36.775462,-1.315484005,pharmacy,Mini Prime Chemist
36.78419125,-1.314752013,pharmacy,Mizima Chemist
36.84562347,-1.265807231,pharmacy,Mlango kubwa health care centre
36.86719992,-1.312180026,pharmacy,Modan Medical Center
34.78004325,-0.100331758,pharmacy,MOEX Pharmacy
36.87819999,-1.309300004,pharmacy,Msamaria Mwema clinic
36.78837868,-1.310879323,pharmacy,Mt. Kenya Chemist
37.14958649,-0.731933643,pharmacy,Mukuyu Chemist
36.74083828,-1.286150026,pharmacy,Mumblink
37.15989313,-0.721276723,pharmacy,Muranga County Pharmacy
37.15987636,-0.720770205,pharmacy,Muranga Pharmacy
36.87449594,-1.319547635,pharmacy,Mwa medical clinic and maternity
36.79278823,-1.311770151,pharmacy,Mwangaza Chemist
37.16016395,-0.720462841,pharmacy,Mwanjo Pharmacy
37.16028967,-0.720607512,pharmacy,Mwanjo Pharmacy
36.84034639,-1.309530004,pharmacy,Mwema Dispensary
36.78428186,-1.314767604,pharmacy,Mzima Chemist
34.74593276,-0.080834361,pharmacy,N/A
34.4884127,0.334830587,pharmacy,Nabongo Chemist
36.74935665,-1.287798327,pharmacy,Naftali Chemist
36.78598808,-1.315000034,pharmacy,Nafuu chemist
36.77819819,-1.312411534,pharmacy,Nafuu Chemist
36.81912409,-1.313144029,pharmacy,Nairobi West Childrens Clinic
36.07284938,-0.301586953,pharmacy,Nakuru Abraham
36.78471218,-1.314895008,pharmacy,Nango Chemist
36.78687958,-1.292647677,pharmacy,Neem Pharmacy
36.7775527,-1.31303037,pharmacy,Neema
36.86193843,-1.258458732,pharmacy,Neigbourhood chemist
36.84703188,-1.31394844,pharmacy,nelima chemist
36.86045869,-1.262911116,pharmacy,New Dan's Chemistry
36.84942525,-1.314421431,pharmacy,New Hope chemist
36.79452555,-1.31127981,pharmacy,New Life Herbal Clinic
36.83913496,-1.309087272,pharmacy,new line chemist
36.84937077,-1.313682231,pharmacy,Newstart Herbal
36.06629147,-0.285305022,pharmacy,Ngata bridge
36.80209432,-1.306865816,pharmacy,Ngumo Pharmacy
36.92456985,-1.19659618,pharmacy,Nima Chemist
36.74837663,-1.2912567,pharmacy,Ninalink Chemist
36.7494056,-1.288269977,pharmacy,Njimia
36.74710493,-1.286743381,pharmacy,Njimia Pharmaceutical ltd
36.87025764,-1.253447947,pharmacy,Nuffield Medical Service Providers
34.77181959,-0.671695252,pharmacy,NYAKONGO PLAZA
36.86349998,-1.312060081,pharmacy,Nyamo Chemist
34.77608665,-0.090826763,pharmacy,Nyanza Gulf Pharmacy
34.76833666,-0.111651769,pharmacy,Nyaori Pharmacy
34.78171166,-0.07472035,pharmacy,Nyaoro Pharmacy
36.80021535,-1.314791827,pharmacy,Nyasira Chemist
34.77193929,-0.080479555,pharmacy,Nyawita Pharmacy
34.76602166,-0.080670076,pharmacy,Obunga Chemist
36.78169076,-1.310862307,pharmacy,Olive Chemist
36.88129995,-1.30895006,pharmacy,Olive Link Medical Center
36.83923973,-1.308052023,pharmacy,omwabo phermacy
36.77572486,-1.310599283,pharmacy,Omweri Chemist
35.73242384,-0.25234654,pharmacy,One Door Stop
36.79495587,-1.316764676,pharmacy,Organic Chemist
39.56658597,-4.28128474,pharmacy,Otieno Chemistry
36.87573429,-1.314165029,pharmacy,P.M.C. medical clinic
39.85319802,-3.630682421,pharmacy,Palmland
39.67240565,-4.063134143,pharmacy,Palmland Chemist
36.87558123,-1.31914698,pharmacy,Paradise med clinic
36.87069995,-1.310740015,pharmacy,Paradise Medical Center
36.77308917,-1.308628949,pharmacy,parkside dispensing chemist
36.75972347,-1.284745303,pharmacy,Patan Chemist
36.86450379,-1.258960138,pharmacy,Patriot chemist
36.86468417,-1.260197977,pharmacy,Pharm care chemist
36.83985865,-1.309243259,pharmacy,pharmacy
36.83919464,-1.307596466,pharmacy,pharmacy
36.74553399,-1.28608867,pharmacy,Philimed
36.74559325,-1.285941736,pharmacy,Philmed Pharmacy Chemist
37.14954994,-0.731381946,pharmacy,Phymm Care Chemist
34.7692658,-0.078707872,pharmacy,PJ Chemist
36.77731918,-1.311703767,pharmacy,Pollar pharm
36.85683997,-1.26318688,pharmacy,Pona 3 Dispensary
36.78315055,-1.307831411,pharmacy,Pona Chemist
36.86739178,-1.311450046,pharmacy,Pona medical clinic
36.75080504,-1.278275312,pharmacy,Ponachem
36.87438237,-1.316182636,pharmacy,Ponya Clinic Pharmacy
36.75356143,-1.277240147,pharmacy,Ponyesha Chemist
36.89552078,-1.241655447,pharmacy,Powa
36.86113687,-1.259868652,pharmacy,Promise chemist
36.85061632,-1.264548353,pharmacy,Prospect joslin
36.75831665,-1.283928319,pharmacy,Pylot
36.78263355,-1.307678106,pharmacy,Quick Pharmacy
34.76740015,-0.095617775,pharmacy,Rae Pharm Chemist
36.78616276,-1.309714909,pharmacy,Rahisi Chemist
36.77327265,-1.30960871,pharmacy,Rahisi Pharmacy
36.78599654,-1.309689344,pharmacy,Raisi chemist
36.8063753,-1.265313872,pharmacy,Ram Pharmaceuticals Ltd
36.77413187,-1.310505909,pharmacy,ramogi chemist
36.66394103,-1.244500852,pharmacy,Raphachem pharmacy
36.863,-1.313890018,pharmacy,Rehema chemist
36.86110929,-1.258935663,pharmacy,Rehoboth Chemist
36.78227364,-1.312434501,pharmacy,REMS
37.14918994,-0.731662404,pharmacy,Riara Chemist
40.62911977,1.878567521,pharmacy,Riba Dispensary
36.87572666,-1.309885145,pharmacy,Riders medical centre
34.77606888,-0.083104767,pharmacy,Rivers Chemist
36.88008357,-1.317061311,pharmacy,Riverside Medical
36.86676867,-1.311462535,pharmacy,Riverside medical clinic
34.77636996,-0.101048327,pharmacy,Rivet
35.74316835,0.491524484,pharmacy,Riwo Chemist
36.86566628,-1.260478603,pharmacy,Rocks medical clinic
36.79248388,-1.311805774,pharmacy,Rose Pharmacy
36.79797445,-1.295219245,pharmacy,Rosegate Pharmacy
36.87462972,-1.315903519,pharmacy,Rueben Medical Clinic Pharmacy
36.90187526,-1.183507335,pharmacy,Rugi Chemist
40.11163942,0.350786378,pharmacy,Sabuli Dispensary
36.84556572,-1.265435661,pharmacy,Safeways pharmaceutical limited
36.74580506,-1.286222529,pharmacy,Salama
36.74573667,-1.286111721,pharmacy,Salama Pharmaceutical ltd
36.74529997,-1.288931728,pharmacy,Samaritan Medical
36.75316245,-1.288683708,pharmacy,Sanmed Chemist
34.70866497,-0.075643365,pharmacy,Sanueva Chemist
34.76500167,-0.099446713,pharmacy,Saola Chemistry
36.73988585,-1.290382468,pharmacy,Satelite Chemist
36.81641003,-1.277257916,pharmacy,Seropharm E.A
36.87419998,-1.310370038,pharmacy,Shakina Chemist
36.85932193,-1.261735973,pharmacy,Shemile pharmacy
34.77146185,-0.676844758,pharmacy,Shivling pharmacy
36.79927473,-1.317847534,pharmacy,Silanga ACK Emmanuel Clinic and Lab
36.79550078,-1.316783451,pharmacy,Silanga Pharmacy
36.74811822,-1.28731335,pharmacy,Simama Chemist
36.77509303,-1.311134635,pharmacy,Sisi Chemist
36.89356436,-1.244704616,pharmacy,Siwandhe Pharmacy
36.75144827,-1.290343324,pharmacy,Sky Chemist
35.74249645,0.491467738,pharmacy,Sochigaa Chemist
36.75617155,-1.279876004,pharmacy,St Ann's
36.78541693,-1.313363802,pharmacy,St Beeja Chemist
36.84947588,-1.262834002,pharmacy,St Clare Chemist and Lab Services
36.7924258,-1.312473477,pharmacy,St Edith
36.79500013,-1.311160452,pharmacy,St Edith
36.79388316,-1.311924462,pharmacy,St. Edith Clinic
36.87059995,-1.310730041,pharmacy,St. Joans Medical Center
36.88636665,-1.247383305,pharmacy,St. Luke Chemist and Medical Clinic
35.73268745,-0.247854259,pharmacy,St. Luke Clinic
36.87551929,-1.315995049,pharmacy,St. Mark Mediacal clinic
36.87584744,-1.316203759,pharmacy,St. Mathias medical clinic
36.86679993,-1.311420039,pharmacy,St. Paul's Chemist
36.77832014,-1.311514922,pharmacy,Stage chemist
36.75080504,-1.278032404,pharmacy,Steowa
36.87549993,-1.311310069,pharmacy,Stepps Chemist
36.86662014,-1.255084933,pharmacy,STJAMES MEDICAL CENTER
36.88421686,-1.321221166,pharmacy,Sunrise Medicare
36.8790956,-1.316741626,pharmacy,Sunrise Medicare
36.88589994,-1.303360001,pharmacy,Sunset Chemist/Cosmetic
36.84933607,-1.313668904,pharmacy,Tahidi chemist
36.07351549,-0.301503217,pharmacy,Tazama Chemist
36.77607899,-1.311120721,pharmacy,Terminus Chemist
35.73640742,-0.252984906,pharmacy,Tevin Medical Clinic
37.14925356,-0.732910134,pharmacy,Thambiri Chemists
36.84557662,-1.265396769,pharmacy,The Great Pharmacy
36.84549942,-1.265466423,pharmacy,The great pharmacy
36.83578572,-1.311487513,pharmacy,The Guardian Pharmacy
34.77977796,-0.082037416,pharmacy,The Main Chemist
36.75004497,-1.288768365,pharmacy,The Sama Chemist
36.85859866,-1.261970834,pharmacy,The two sisters  chemist
36.36179245,0.034624595,pharmacy,Thiriku Pharmacy
36.74565997,-1.286101746,pharmacy,Titan Chemist
36.878,-1.310090083,pharmacy,Tonris Shop
36.77948456,-1.315147807,pharmacy,toresh chemist
36.66290578,-1.245948826,pharmacy,Trafalger Pharmacy
36.86900194,-1.257518115,pharmacy,Transmax chemist
36.86911518,-1.257631271,pharmacy,TRANSMAX HEALTHCARE
36.77398335,-1.310500963,pharmacy,Triwam Pharmacy
36.83809376,-1.310910838,pharmacy,Trust and Rejoice Medical Clinic
36.84295845,-1.311928737,pharmacy,Trust and Rejoice Medical Clinic
36.84549364,-1.313078482,pharmacy,Trust and Rejoice Medical Clinic
36.84665378,-1.312301815,pharmacy,Trust and Rejoice Medical Clinic
36.84805607,-1.3138668,pharmacy,Trust and Rejoice Medical Clinic
36.84373277,-1.266967035,pharmacy,Trustmed pharmacy
39.82307614,1.894083848,pharmacy,Tulatula Pharmacy
36.87495125,-1.31554536,pharmacy,Tumaini comm health service
34.75942913,-0.117129762,pharmacy,Tumaini Pharmacy
36.86457663,-1.259559947,pharmacy,Ubora harbal chemist
36.75524476,-1.276432634,pharmacy,Umoja Med
36.88365058,-1.315367748,pharmacy,Unity Medical Services
36.8824,-1.307710041,pharmacy,Upendo Chemist
36.84972122,-1.313071023,pharmacy,Upendo Medical Clinic
36.80688475,-1.294497144,pharmacy,Upper Hill Medical Centre
36.86700345,-1.260432252,pharmacy,Urifold clinic
36.85999006,-1.263397266,pharmacy,Uzima clinic
36.8868036,-1.31775877,pharmacy,UZIMA MEDICAL CLINIC
36.86459918,-1.259518708,pharmacy,Valley pharmacy
36.86128053,-1.26330255,pharmacy,Venus chemist
36.84534184,-1.264746249,pharmacy,View point medical centre
36.74455214,-1.288492852,pharmacy,Vila
36.86393667,-1.260592011,pharmacy,Vincent Chemist Mabatini
36.75306254,-1.288905577,pharmacy,Vinly
36.88453612,-1.313984147,pharmacy,Vision View Medical Services
36.75333595,-1.297934982,pharmacy,Wa Ann Pharmacy
36.87344326,-1.318999375,pharmacy,wadani hospital
40.53263082,1.742642388,pharmacy,Wajir Bor Dispensary
36.78379897,-1.308213374,pharmacy,Wananchi Chemist
36.78894286,-1.312497114,pharmacy,Webuye chemist
34.78047575,-0.081587811,pharmacy,Westvale Pharmacy
36.77467469,-1.304725413,pharmacy,Woodley pharmacy
36.78798138,-1.29289025,pharmacy,Yaya Chemists Limited
36.77348865,-1.310116905,pharmacy,YU 42Chemist
34.77473356,-0.084734545,pharmacy,Yvyton Chemist
36.74839315,-1.291655763,pharmacy,Zapla
36.83706974,-1.30926941,pharmacy,-
36.83533402,-1.308438848,pharmacy,-
36.84538844,-1.311833854,pharmacy,-
36.84559313,-1.312143649,pharmacy,-
36.84772239,-1.314190342,pharmacy,-
36.84798122,-1.314240633,pharmacy,-
36.84848933,-1.314788726,pharmacy,-
36.89262592,-1.246600435,pharmacy,-
34.34472056,0.156847663,pharmacy,-
35.97601166,-0.510406731,pharmacy,-
35.97633822,-0.51039265,pharmacy,-
35.7333,-0.250094658,pharmacy,-
36.89894939,-1.239505405,pharmacy,-
36.89694067,-1.239866079,pharmacy,-
36.77885927,-1.315513174,pharmacy,-
36.78206627,-1.31438103,pharmacy,-
36.78084963,-1.314608683,pharmacy,-
36.78454974,-1.314634164,pharmacy,-
36.78135146,-1.314523523,pharmacy,-
34.77024782,-0.10823145,pharmacy,-
34.75678053,-0.119630503,pharmacy,-
39.70860248,-4.034773219,pharmacy,-
39.70048452,-4.043919635,pharmacy,-
36.83707695,-1.309261028,pharmacy,-
36.84949692,-1.314357226,pharmacy,-
36.69855427,1.097530383,pharmacy,-
39.59194776,-4.193968527,pharmacy,-
35.94413554,-0.374677232,pharmacy,-
36.81106053,-1.264388258,pharmacy,-
36.79741068,-1.248534475,pharmacy,-
36.7456122,-1.282514375,pharmacy,-
36.8601064,-1.261812332,pharmacy,-
36.86212794,-1.258370471,pharmacy,-
36.86465215,-1.260131257,pharmacy,-
36.86311659,-1.262467378,pharmacy,-
36.86291115,-1.262164875,pharmacy,-
36.07167282,-0.302340234,pharmacy,-
40.11816096,-3.212353201,pharmacy,-
40.12040035,-3.215127276,pharmacy,-
39.67220993,-4.060722082,pharmacy,-
39.56658806,-4.282036764,pharmacy,-
36.86419995,-1.312560062,traditional health centre,Mama Kelvin Herbal and Maternity
36.86419995,-1.312560062,traditional health centre,Mama Kelvin Herbal and Maternity
36.65708639,-1.364328372,*,Aga Khan University Hospital Medical Centre
36.85906494,-1.261011776,*,Baraka
36.85779492,-1.262391773,*,Bygrace
37.01612446,0.184433931,*,Daraja academy
34.77123169,-0.090566757,*,Government Chemist Kisumu Laboratory
36.74126165,-1.286750003,*,Jewish Path Laboratory Ultrasound
36.74126165,-1.286750003,*,Jewish Path Laboratory Ultrasound
36.77949663,-1.31399672,*,Kemri/Cdc Program
36.85689219,-1.331131425,*,Kobian Kenya Ltd
39.66478105,-4.037185782,*,Microbiology and Chemistry Laboratories
36.8877189,-1.211323854,*,Mirema Medical Centre
