County,sub_county,ward,Location,Sub_Location,other,scene,deaths,missing,injured,hh.destroyed,hh.damaged,hh.affected,hh.displaced,hh.evacuated,p.affected,p.displaced,p.evacuted,services.disrupted,roads,lost.livestock,bridge,schools,latrine,wall,hospitals,drainage,inst.church.mosque,health_center,acreage.crops.destroyed,cholera_outbreak,cholera.cases,situation,data_source,dref no,glidenumber,Date,flood
Busia,Matayos,,,Matayos,,Matayos,1,0,0,,,,,,,,,latrine,,,,,1,,,,,,,,,"latrine that was destroyed by flood at matayos in busia county collapsed while 2 men were doing repairs, 1 person fell in the latrine and died, the community members managed to retrieve the body and taken to the morgue",eoc,,,22/03/2018,1
Busia,,,,,Busia,Busia,0,0,0,,,4,,,,,,,,,,,,,,,,,,,,truphosa (0708175809) reported to e.o.c at 2018hrs of flash floods incidents at mubamba village in budalangi busia county. four houses were partly submerged in water due to heavy rainfalls experienced in the area. no one was injured as a results of the incident. krcs team to conduct an assessment to ascertain the level of damage.,eoc,,,28/04/2018,1
Busia,,,,,,,1,,na,,,,1219,,,,,,,na,,na,,,,,,,na,yes,,,dref,june_11th_2018_mdrke043,,11/06/2018,1
Busia,Budalangi,,,Budalangi,,Budalangi,,,,,,,116,,,,,,,,,,,,,,,,200,,,,dref,bulletin (no. 2/2006),,,1
Elgeyo-Marakwet,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,14/05/2002,1
Elgeyo-Marakwet,,,,,Kerio Valley-Chepsigot Ward,Kerio Valley-Chepsigot Ward,,,,,,400,,,,,,,,,,,,,,,,,,,,,wra,,,24/08/2003,1
Elgeyo-Marakwet,,,,,Kitony,Kitony,10,,,,,,,,,,,,,,,,,,,,,,,,,,wra,,,30/04/2010,1
Elgeyo-Marakwet,,,,,Marakwet East (Landslide),Marakwet East (Landslide),12,,10,,,150,,,,,,,,,,,,,,,,,,,,,dref,14_may_2010mdrke012,,14/05/2010,1
Elgeyo-Marakwet,,,,,Keiyo,Keiyo,,,,,,,220,,,,,,,,,,,,,,,,,,,,dref,dec_12th_2011_mdrke020,,12/12/2011,1
Elgeyo-Marakwet,,,,,Marakwet,Marakwet,,,,,,,237,,,,,,,,,,,,,,,,,,,,dref,dec_12th_2011_mdrke020,,12/12/2011,1
Elgeyo-Marakwet,,Kaptarakwa,,Kaptarakwa,,Kaptarakwa,9,,9,,12,306,72,,,,,,,,,,,,,,,,,,,,dref,jan_15th_2013_mdrke024,,15/01/2013,1
Elgeyo-Marakwet,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,03/04/2013,1
Elgeyo-Marakwet,,,,,,,1,,,,,,,,,,,bridge,,,1,,,,,,,,,,,heavy rainfall causing collapse bridge.,disinventer,,,14/04/2013,1
Elgeyo-Marakwet,,,,,,,,,,,,,,,,,,road,1,,,,,,,,,,,,,heavy raina were received in that area causing landslide. one kilometer kapsowar-chesoi road was blocked.,disinventer,,,30/04/2013,1
Elgeyo-Marakwet,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,heavy rainfall that swept away two bodies.,disinventer,,,15/05/2013,1
Elgeyo-Marakwet,,Chepkorio,,Chepkorio,,Chepkorio,8,,,,12,,72,,,,,,,,,,,,,,,,,,,,dref,mar_7th_2014_mdrke024,,07/03/2014,1
Elgeyo-Marakwet,,,,,Kipsoit Village -Sub-Location- Kapchelal Location- Kokwao Sub-County- Keiyo North County- Elgeiyo Marakwet,Kipsoit Village -Sub-Location- Kapchelal Location- Kokwao Sub-County- Keiyo North County- Elgeiyo Marakwet,0,,,,,1,,,,,,,,,,,,,,,,,,,,,wra,,,05/11/2015,1
Elgeyo-Marakwet,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,"road blocked, school blocked with mud , 6 houses destroyed.",disinventer,,,17/03/2016,1
Elgeyo-Marakwet,,,,,Cheptarit,Cheptarit,0,0,0,6,,50,,,,,,,,,,,,,,,,,,,,"mudslide was reported in cheptarit, marakwet east. owing to high precipitation in adjacent areas, rivers cheptarit and salaba high water volumes triggered a massive mudslide that affected approximately 50hh. water supply to the centre and two schools were destroyed with damages estimated at ksh.3 million. 6hh were completely destroyed and mango trees, banana plantation, green grams, finger millet and maize farms for at least 50hh completely swept away.",eoc,,,20/04/2018,1
Elgeyo-Marakwet,,,,,Elgeiyo Marakwet,Elgeiyo Marakwet,0,0,0,,,178,,,,,,schools,,,,8,,,,,,,,,,"flora (krcs) reported of cases of landslides at moror and siripo slopes that were triggered by the outburst of river enou and engong. the water system and 8 schoold have been vastly destroyed, nine farms near the river banks have been destroyed and approximately 98hhs affected. the displaced families have relocated to safer areas. one lady was rescued after being swept away by flash floods in tot area. chesongoch road was blocked by rocks after rock slides, hindering normal transport. approximately 80hhs were affected at tot- chesongoch area following last evening heavy downpour.",eoc,,,25/04/2018,1
Elgeyo-Marakwet,,,,,Elgeiyo Marakwet,Elgeiyo Marakwet,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"e.o.c via social media at 1120hrs, reported of a landslide incident at iten-kabarnet route that cut off the route at tambach following heavy rainfall. motorist urged to use alternative routes",eoc,,,22/05/2018,1
Elgeyo-Marakwet,,,,,Chesoi,Chesoi,0,0,0,,,,,,,,,,,,,,,,,,,,,,,kemboi rm reported a land slide at chesoi in elgeyo marakwet following persistent heavy down pour reported in the country at 1123hrs. the landslides have barricaded tarmac road at chesoi paralyzing transport in the area as well as hindering humanitarian response. no injuries and displacements reported in the area.,eoc,,,27/05/2018,1
Elgeyo-Marakwet,,,,,,,na,,na,,,,228,,,,,,,323,,na,,,,,,,250,yes,,,dref,june_11th_2018_mdrke043,,11/06/2018,1
Embu,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,14/05/2002,1
Embu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,01/12/2009,1
Embu,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,two drowned in a bore hole,disinventer,,,14/07/2014,1
Embu,,,,,Kiamberere,Kiamberere,3,0,2,,,,,,,,,,,,,,,,,,,,,,,"at 0953hrs, eoc via social media captured a report of drowning incident at kiruri river, kiambere in embu county. five nursery school girls were swept away by raging floods water as they were attempting to cross the river. three among them were swept away and their bodies were retrieved by villagers, two others were rescued by villagers and taken to embu level seven hospital",eoc,,,07/03/2018,1
Embu,,,,,Dallas,Dallas,0,0,0,,,,,65,,,,,,,,,,,,,,,,,,"flash floods affected approximately 44hhs in dallas estate in embu, this was after an overnight rainfall. no injuries were reported however household items were washed away. embu rcat team conducted an assessment and evacuated 65 families to safer grounds. more rainfall is anticipated in the area.",eoc,,,16/05/2018,1
Embu,,,,,Iriari,Iriari,0,0,0,,,,17,,,,,,,,,,,,,,,,,,,"gitonga (rm central) reported of a flash flood incident at iriari village in embu east area after heavy downpour experienced, 17hh displaced and crops damaged. rcat embu will conduct the assessment",eoc,,,21/05/2018,1
Embu,,,,,,,3,,3,,,,65,,,,,,,na,,na,,,,,,,na,,,,dref,june_11th_2018_mdrke043,,11/06/2018,1
Garissa,,,,,"Ziwani, Bukuyu","Ziwani, Bukuyu",,,,,,,,,,,,,,,,,,,,,,,,,,,dref,appeal no. 14/02,,13/05/2002,1
Garissa,,,,,Ijara Disrtict,Ijara Disrtict,,,,,,,,,,,,,,,,,,,,,,,,,,,dref,appeal no. 14/02,,13/05/2002,1
Garissa,,Dadaab,Dadaab,Dadaab,,Dadaab,1,,,,,,,,,25000,,,,,,,,,,,,,,,,,dref,05me032,-,31/05/2005,1
Garissa,,,,,Garissa District,Garissa District,4,,,120,,,,,170000,17000,,roads,1,,,,,,,,,,,,,,dref,mdrke003,fl-2006-000159-ken,12/11/2006,1
Garissa,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,disinventer,,,07/11/2008,1
Garissa,,,,,Gurufa (Fina Vilage),Gurufa (Fina Vilage),,,,,,,,,,,,roads,1,,,,,,,,,,,,,,dref,mdrke007,fl-2008-000217-ken,25/11/2008,1
Garissa,,Dadaab,Dadaab,Dadaab,,Dadaab,,,,,,,158,,,,,,,,,,,,,,,,,,,,dref,14_may_2010mdrke012,,02/04/2010,1
Garissa,,Dadaab,Dadaab,Dadaab,,Dadaab,0,0,0,,,940,,,,,,,,,,,,,,,,,,,,"daadab refugee camp was hit by heavy rains and the entire region of dadaab refugees camp damaging tents and flooding roads. at least 940hh with 5,640 families were affected, the krcs camp management carried out a rapid assessment to identify the extent of the damages.  krcs in partnership with the unhcr have already distributed 470. some of the blocks that have been affected in the ifo2 refugee camp include block k, f, d, q, n and m.",eoc,,,13/10/2012,1
Garissa,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,people forced to abandon their homesteads due to floods and seek refuge on higher grounds,disinventer,,,07/04/2013,1
Garissa,,,,,,,18,,,,,32000,,10,,,,,,,,,,,,,,,,,,farms and people affected by floods.,disinventer,,,18/04/2013,1
Garissa,,,,,Dadaab Refugee Camp,Dadaab Refugee Camp,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"heavy rains were reported in dadaab on the night of sunday (16th march 2014), causing flooding in the area. following a rapid assessment in ifo 2 camp conducted by krcs staff, it was established that several tents had been damaged by the flood waters. the cases were referred to agencies in charge of shelter.  the road network in the area has not been damaged by the heavy rains. more rains are expected in the coming days with a possibility of more flooding and damage to key infrastructure. krcs response teams are monitoring and will continually update.",eoc,,,17/03/2014,1
Garissa,Tetu,,Tetu,,,Tetu,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"at 0240hrs, cyril (0720999182) reported heavy down pour of rains inundating tetu area in garissa county by water levels which posed electrocution threat and other health hazards. eoc advised the affected for temporary evacuation to higher grounds and notified kenya power & lighting company for structural measures. garissa krcs team moved in for non-structural and reconnaissance exercises, upon which will feedback the eoc.most of the houses were submerged in water no injury was reported during the incident but people lost all their belonging. its reported that the houses have been constructed on a seasonal river .most of the areas affected are tetu, bula adan, bula punda and around hulugho hotel in town",eoc,,,10/11/2014,1
Garissa,,,,,Gurufa And Shanta Abak,Gurufa And Shanta Abak,0,0,0,,,51,,,,,,,,,,,,,,,,,,,,"at 1800hrs jillo county manager reported floods which occurred on last night in gurufa and shantab areas in garissa county the floods left the villagers homeless after swiping their homes away, approximately 51hh were affected.(brief:51hh)",eoc,,,10/04/2015,1
Garissa,,,,,Gurufa And Shanta Abak,Gurufa And Shanta Abak,0,0,15,20,,,,,,,,latrines,,,,,20,,,,,,,,,"at 1824hrs jillo county manager reported 400hh affected in gurufa area, families have moved to schools for shelter, and in shantaba reported 20hh and 20 toilets swept away with floods. they have also reported 15 cases of diarrhea in shantaba area. they are lacking medical supplies in the health facilities. more updates to follow. 
(brief: 15 cases of diarrhea)",eoc,,,13/04/2015,1
Garissa,,,,,Bula Medina,Bula Medina,2,0,0,,,,,,,,,,,,,,,,,,,,,,,"at 1700hrs jillo krcs garissa branch reported that two bodies were retrieved from flooded seasonal stream at bula medina, garissa county. the 2 boys drowned this morning while playing on the watercourse following heavy rains in the area.( brief 2 fatalities)",eoc,,,19/04/2015,1
Garissa,,,,,Amuma,Amuma,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"krcs garissa county manager reported flash floods in amuma at 1500hrs, several hh were affected including 2 security camps. krcs team will carry out assessment and share report to e.o.c.",eoc,,,08/05/2015,1
Garissa,,,,,Ziwani A & B,Ziwani A & B,0,,,,,350,,,,,,,,,,,,,,,,,,,,,wra,,,11/06/2015,1
Garissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown number of livestock died.,disinventer,,,05/10/2015,1
Garissa,,,,,Bakuyu,Bakuyu,0,0,0,,,500,,,,,,,,,,,,,,,,,,,,"at 1834hrs jillo krcs county manager reported river tana which burst its banks and flooded most of garissa. the county manager  assigned to vehicles which assisted in monitoring and evacuation,krcs team reported of approximately  500 families  in bakuyu area been affected with the prevailing flood situation.krcs garissa action team supported with evacuating the families to higher grounds ,they were moved to bulaiftin replacement area, they erected one tent which accommodates approximately  70 people to help children, lactating mothers and elderly person they distributed (nfis)  two pairs of blankets to fifty families.krcs garissa branch will conduct  assessment and share a complete report.krcs garissa closely monitors the the prone villages of anticipated elnino rains. 
 (brief: 500 families affected)",eoc,,,07/11/2015,1
Garissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,people displaced.county commissioner and disaster committee in the area distributed food and non-food items.,disinventer,,,10/11/2015,1
Garissa,,,,,Ziwani A & B Villages,Ziwani A & B Villages,0,,,,,350,,,,,,,,,,,,,,,,,,,,,wra,,,12/11/2015,1
Garissa,,,,,Garissa,Garissa,0,0,0,,,3980,,,,,,,,,,,,,,,,,,,,"krcs county manager jillo reported various areas that were affected by floods in garissa after r. tana burst its banks, areas affected were sankuri town 50 families, bakuyu settlement garissa town 412 families, ziwani settlement 518 families and mororo in tana river 3000 families highly vulnerable. r. tana water levels are surging along garissa tana border and the river banks are showing signs of bursting. krcs teams are on monitoring the situation and will update e.o.c.",eoc,,,14/11/2015,1
Garissa,,,,,"Bulla Kamor, Punda And Sheikh","Bulla Kamor, Punda And Sheikh",0,0,0,,,2,,,,,,,,,,,,,,,,,,,,"krcs garissa cm jillo reported flash floods in bulla kamor, punda and sheikh after r. tana burst its banks at around 1930hrs, rcat reported 2hh were completely submerged after a while since the water was moving fast inland. krcs county managers from garissa and tana river will share detail report on the intervention and assessment reports from the ground.",eoc,,,15/11/2015,1
Garissa,,,,,,,4,,,,,1550,,,,,,,,,,,,,,,,,,,,1550 families were displaced.,disinventer,,,16/11/2015,1
Garissa,,,,,Togweyne,Togweyne,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"at 2010hrs e.o.c received information via social media regarding floods in togweyne after a seasonal river in the area burst its banks, krcs garissa branch coordinator reported that they will carry out an assessment in the morning and share report to e.o.c.",eoc,,,30/11/2015,1
Garissa,,,,,"Banane, Modagashe, And Gurufa","Banane, Modagashe, And Gurufa",0,0,0,,,3500,,,,,,,,,,,,,,,,,,,,"at 1200hrs jillo (krcs county manager) reported flooding incidents in garissa county. following heavy rainfall experienced in the highland areas of meru, flash floods affected; banane, modagashe, and gurufa villages after river togweyne broke its banks. approximately 3500 households have been affected. krcs teams, officials from both county and national governments are currently carrying out assessments in the affected areas. (brief; 3500hhs)",eoc,,,01/12/2015,1
Garissa,,,,,"Bakuyu,Ziwani,Sankuri, Lagdera","Bakuyu,Ziwani,Sankuri, Lagdera",,,,,,,,,,,,,,,,,,,,,,,,,,,dref,jan_4th_2016_mdrke036,,04/01/2016,1
Garissa,,,,,Ohio,Ohio,0,0,0,,,50,,,,,,,,,,,,,,,,,,,,"at 0225 at 0225 hassan (0720884841) reported heavy rainfall on 16/04/2016 in ohio village in balambala sub county, in garissa county. 50 households were adversely affected by flash floods, and household items were reported to have been swept away by raging floods.   (brief; 50hh)




",eoc,,,18/04/2016,1
Garissa,,,,,Garissa,Garissa,0,9,0,,,,,,,,,,,,,,,,,,,,,,,"garissa county from krcs garissa rm at 0800hrs, areas affected were bula kamor, jariot, modogashe, jamuhuri, kamukunji, lagdera and mwororo after river tana burst banks. krcs garissa response team carrying out assessment and sar for trapped persons, the team will share detailed report.",eoc,,,04/05/2016,1
Garissa,,,,,Garissa,Garissa,0,0,0,,,,,,,,,,,,,,,,,,,,,,,the 13 marooned people were rescued by krcs garissa team after the water level had receded and they moved to a safer higher ground.,eoc,,,08/04/2017,1
Garissa,,Dadaab,Dadaab,Dadaab,,Dadaab,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"e.oc received report of floods via social media at 1350hrs in dadaab affecting dagahaley,bula kiwanja, bula harar, bula iom, bula kenya power,  kheir, ifo 1 and ifo 2 areas after heavy downpours. krcs team conducting assessment and will share report.",eoc,,,09/05/2017,1
Garissa,,,,,Garissa,Garissa,0,0,0,,,,,,,,,road impassable,1,,,,,,,,,,,,,e.o.c via social media at 0600hrs received report of flood incident in garissa county paralyzing transport along garissa masalani road and many passengers stranded for 2 days since the road is not accessible also catalyzed by poor state of the road.,eoc,,,12/11/2017,1
Garissa,,,,,Gurufa,Gurufa,0,0,0,,,,,,,,,,,,,,,,,,,,,,,tusmo (0720328918) reported to e.o.c of flash floods at gurufa and lagdera sub county in garissa. unconfirmed reports indicate that one child was swept away by the raging floods. assessment is underway.,eoc,,,17/03/2018,1
Garissa,Lagdera,,,,,Lagdera,6,0,0,,,130,130,,,,,,,2,,,,,,,,,,,,"farah (0713855952) reported to e.o.c at 2131hrs of flash flood at lagdera in garissa county, there were cases of high water level in between ewaso nyiro and tugoini. six people reported to have died in gurufa location. the team managed through the impassable roads and recorded 130hh displaced at jingo primary school and 2 livestock swept away. community moved to higher ground, nfi distribution scheduled for tomorrow",eoc,,,18/03/2018,1
Garissa,,,,,Aloley,Aloley,1,0,0,,,,,,,,,,,,,,,,,,,,,,,"tusmo krcs garissa reported flash floods in aloley area of garissa county at around 1453hrs. one person has since been confirmed dead with others in danger as their houses are marooned. in addition, most farms in the area have also been submerged. garissa krcs team is spearheading rapid assessment besides retrieval of the body.",eoc,,,13/04/2018,1
Garissa,,,,,Mansabubu,Mansabubu,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"tusmo garissa krcs reported floods in mansabubu in garissa county following heavy rainfall experienced in north eastern region at 0449hrs. people have been marooned in their houses by floods, garissa rcat has since been activated and is on ground facilitating assessment besides mobilization of people to move to higher grounds.",eoc,,,16/04/2018,1
Garissa,,,,,Garissa Town,Garissa Town,0,0,0,,,,,,,,,,,,,,,,,,,,,,,tusmo (krcs garissa) reported of flash floods at bura and mororo areas following heavy rainfall experienced. several households marooned causing movement impossible in the area. krcs garissa has since been activated to conduct an assessment. area residents were advised to move to higher grounds,eoc,,,16/04/2018,1
Garissa,,,,,Garissa Town,Garissa Town,0,0,0,,,1313,,,,,,,,,,,,,,,,,,,,tusmo krcs garissa updated e.o.c of response progress in garissa county at around 1035hrs. assessment conducted by garissa rcat ascertained 1313 hhs from 8 villages were affected following continued heavy rainfall in north eastern. krcs in partnership with county government have since donated nfis and fis to the affected population. assessment is still on going in other areas newly affected,eoc,,,23/04/2018,1
Garissa,,Kiambere,Kiambere,Kiambere,,Kiambere,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"flash floods were reported in garissa due to water spillage at kiambere dam affecting several hh at bula iftin, bula punda, lagbadana and madogo area, rcat garissa conducting sar and assessment in affected areas.",eoc,,,27/04/2018,1
Garissa,,,,,Garissa,Garissa,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"search and rescue operation are ongoing in the areas that people are reportedly marooned. in the last 24 hours at least 93 people were rescued from dhololo, windsor. bismilahi farm, adc and adeyle farms. the heavy downpour continues to wreak havoc in most parts of the county.",eoc,,,28/04/2018,1
Garissa,,Madogo,Madogo,Madogo,,Madogo,0,0,0,,,,250,,,,,,,,,,,,,,,,,,,otula krcs north eastern reported floods at winsor and madogo areas of garissa county at 0841 hrs. water levels have significantly gone higher as a result overspill of masinga dam displacing families in garissa besides paralyzing transport. initial assessment done by garissa team projects 250 hhs to have been displaced with majority seeking refuge from relatives. a temporary camp is being set up at idi grounds to host the displaced populations as well as relocation to safer grounds awareness. garissa county disaster team and rcat are on ground.,eoc,,,27/05/2018,1
Garissa,,,,,,,3,,na,,,,1313,,,,,,,3000,,11,,,,,,,420,yes,,,dref,june_11th_2018_mdrke043,,11/06/2018,1
Garissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,06/11/2018,1
Garissa,,,,,Bula Bunda,Bula Bunda,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"at 0237hrs, abdikadir via 0724 172714 reported a flash floods incident at bula bunda area in garissa county. several houses have been marooned by flash floods following heavy rains experienced in the area.  krcs garissa will conduct assessment and share report.",eoc,,,03/12/2018,1
Garissa,,,,,Jarjara,Jarjara,0,0,0,,,,,,,,,roads impassable,1,,,,,,,,,,,,,"at 1921hrs, dubow (krcs garissa) notified e.o.c of a flash floods incident at jarjara area of
balambala in garissa county. several people were marooned following heavy rains experienced
in the area.the water level in jarjara area reduced and all the families that were marooned were evacuated
to safer areas. however, in mudey area the area was in accessible hindering assesment krcs
garissa to conduct assesment once the water level drops.",eoc,,,24/04/2019,1
Garissa,,,,,Kasha,Kasha,0,0,0,,,,,,,,,,,100,,,,,,,,,,,,"at around 2321hrs, dubow garissa county krcs coordinator notified e.o.c of a flooding
incident at kasha location, balambala sub county in garissa. three local herders and 100 goats
were reportedly marooned at kasha following over spilling of river tana due to increased
intensity of rainfall witnessed in north eastern kenya. krcs garissa divas facilitated their rescue
which ended at around 0100hrs.",eoc,,,28/04/2019,1
Homa Bay,,,,,Homabay District,Homabay District,,,,,,,,,1947,,,,,,,,,,,,,,,,,,dref,12/03; operations update no. 3,-,27/06/2003,1
Homa Bay,,,,,Rachuonyo District,Rachuonyo District,,,,420,,,,,,2268,,roads,1,707,,,,,,,,,,,,,dref,05me032,-,31/05/2005,1
Homa Bay,,,,,Homabay District,Homabay District,,,,56,,,,,,1200,,roads,1,50,,,,,,,,,,,,,dref,05me032,-,31/05/2005,1
Homa Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,24/04/2006,1
Homa Bay,,,,,Rangwe),Rangwe),,,,,,,,,,,,,,,,,,,,,,,,,,,dref,bulletin (no. 2/2006),,27/05/2006,1
Homa Bay,,,,Asego,,Asego,,,,,,2000,,,,,,,,,,,,,,,,,,,,river rangwen,disinventer,,,20/04/2008,1
