,date,subregion,district,county,subcounty,sentence,article_title,article_url
186,2013-07-27,KARAMOJA,"ABIM, KOTIDO, NABILATUK, KABONG, NAKAPIRIPIRIT, AMUDAT, MOROTO",,,"Only about 1,500 people in famine hit Karamoja region are being targeted with food support, according to the minister for relief, disaster preparedness and refugees.  ",Govt Tells Drought Hit Areas To Use Food Sparingly – Red Pepper Uganda,https://www.redpepper.co.ug/blog/2013/07/27/govt-tells-drought-hit-areas-to-use-food-sparingly/
187,2013-07-27,KARAMOJA,"ABIM, KOTIDO, NABILATUK, KABONG, NAKAPIRIPIRIT, AMUDAT, MOROTO",,,Reports indicate that over 40 people have died in Karamoja with half of the deaths occurring in Kaabong district.,Govt Tells Drought Hit Areas To Use Food Sparingly – Red Pepper Uganda,https://www.redpepper.co.ug/blog/2013/07/27/govt-tells-drought-hit-areas-to-use-food-sparingly/
188,2013-07-27,,"KABONG, NAPAK",,"LOLELIA, KAPEDO, LODIKO, KAMION","Sub counties that have recorded deaths include Kamion, Lodiko, Kapedo and Lolelia in Kaabong and Napak districts.  ",Govt Tells Drought Hit Areas To Use Food Sparingly – Red Pepper Uganda,https://www.redpepper.co.ug/blog/2013/07/27/govt-tells-drought-hit-areas-to-use-food-sparingly/
189,2013-07-27,"ACHOLI, BUSOGA, BUNYORO, TESO, LANGO","OMORO, OTUKE, HOIMA, NAMAYINGO, KALIRO, AGAGO, NWOYA, KIRYANDONGO, AMOLATAR, KATAKWI, KIKUUBE, IGANGA, LAMWO, LUUKA, KAGADI, KIBAALE, BUKEDEA, SOROTI, KOLE, AMURU, KAMULI, LIRA, SERERE, JINJA, MAYUGE, PADER, KITGUM, BUGIRI, KAPELEBYONG, BUYENDE, NGORA, AMURIA, DOKOLO, BUGWERI, ALEBTONG, KABERAMAIDO, APAC, OYAM, KUMI, KAKUMIRO, GULU, NAMUTUMBA, BULIISA, KWANIA, MASINDI",,,"The minister said parts of Teso, Lango, Acholi, West Nile, Elgon, Busoga and Central, Bunyoro, South Western and Rwenzori experienced hailstorms leading to crop failure.  ",Govt Tells Drought Hit Areas To Use Food Sparingly – Red Pepper Uganda,https://www.redpepper.co.ug/blog/2013/07/27/govt-tells-drought-hit-areas-to-use-food-sparingly/
190,2013-07-27,KARAMOJA,"ABIM, KOTIDO, NABILATUK, KABONG, NAKAPIRIPIRIT, AMUDAT, MOROTO",,,This is intended to build resilience an adaptive capacity of communities in Karamoja to the effects of climate change and related disasters.  ,Govt Tells Drought Hit Areas To Use Food Sparingly – Red Pepper Uganda,https://www.redpepper.co.ug/blog/2013/07/27/govt-tells-drought-hit-areas-to-use-food-sparingly/
191,2013-07-27,KARAMOJA,"ABIM, KOTIDO, NABILATUK, KABONG, NAKAPIRIPIRIT, AMUDAT, MOROTO",,,It was revealed that an arrangement similar to the Karamoja Multi Purpose cooperative under the department of Karamoja Affairs in the areas around Lake Opeta and Lake Bisinia will be explored.  ,Govt Tells Drought Hit Areas To Use Food Sparingly – Red Pepper Uganda,https://www.redpepper.co.ug/blog/2013/07/27/govt-tells-drought-hit-areas-to-use-food-sparingly/
192,2013-07-27,KARAMOJA,"ABIM, KOTIDO, NABILATUK, KABONG, NAKAPIRIPIRIT, AMUDAT, MOROTO",,,"This will enable districts in Karamoja produce food throughout the year and about 10,000 hectares of land will be gazetted as a pilot irrigation scheme.",Govt Tells Drought Hit Areas To Use Food Sparingly – Red Pepper Uganda,https://www.redpepper.co.ug/blog/2013/07/27/govt-tells-drought-hit-areas-to-use-food-sparingly/
193,2014-07-03,,NTOROKO,NTOROKO,,In Ntoroko  Red Pepper Uganda. ,Drought Kills Cattle In Ntoroko – Red Pepper Uganda,https://www.redpepper.co.ug/blog/2014/03/07/drought-kills-cattle-in-ntoroko/
194,2014-07-03,,NTOROKO,NTOROKO,,Livestock Markets in Ntoroko district are closing down as a result of the persistent dry spell that has led to the death of several animals.  ,Drought Kills Cattle In Ntoroko – Red Pepper Uganda,https://www.redpepper.co.ug/blog/2014/03/07/drought-kills-cattle-in-ntoroko/
195,2014-07-03,,NTOROKO,,RWEBISENGO,"The closed cattle markets are Majumbi in Rwebisengo Sub County, Makondo and Haibale in Kanara Sub County.",Drought Kills Cattle In Ntoroko – Red Pepper Uganda,https://www.redpepper.co.ug/blog/2014/03/07/drought-kills-cattle-in-ntoroko/
196,2014-07-03,,BUNDIBUGYO,,,"These markets are often frequented on Mondays, Thursday and Saturday by traders from Bundibugyo and the Democratic Republic of Congo (DRC).  ",Drought Kills Cattle In Ntoroko – Red Pepper Uganda,https://www.redpepper.co.ug/blog/2014/03/07/drought-kills-cattle-in-ntoroko/
197,2014-07-03,,NTOROKO,NTOROKO,,Ntoroko district is prone to prolonged droughts which mostly affect cattle keepers.,Drought Kills Cattle In Ntoroko – Red Pepper Uganda,https://www.redpepper.co.ug/blog/2014/03/07/drought-kills-cattle-in-ntoroko/
198,2014-07-03,,NTOROKO,NTOROKO,,"Michael Baguma, the Ntoroko District Veterinary Officer, says that last year, Bright Rwamirama, the State Minister for Animal Husbandry promised that Ntoroko district will be included on the list of cattle corridor districts and will benefit from water dams, however none of the facilities have been constructed.",Drought Kills Cattle In Ntoroko – Red Pepper Uganda,https://www.redpepper.co.ug/blog/2014/03/07/drought-kills-cattle-in-ntoroko/
199,2019-01-25,,PADER,,PADER,Thousands of households in Pader awaits hunger as drought smashes gardens  TND News Uganda.           ,Thousands of households in Pader awaits hunger as drought smashes gardens – TND News Uganda,https://tndnewsug.com/thousands-of-households-in-pader-awaits-hunger-as-drought-smashes-gardens/
200,2019-01-25,,PADER,,PADER,The northern Uganda district of Pader locals say they will suffer from prolong hunger after the festive seasons dryness affected their crops.  ,Thousands of households in Pader awaits hunger as drought smashes gardens – TND News Uganda,https://tndnewsug.com/thousands-of-households-in-pader-awaits-hunger-as-drought-smashes-gardens/
201,2019-01-25,,PADER,,"LAPUL, LAGUTI, PAJULE, LATANYA","Sub counties mostly affected by drought are preparing to face hunger are; Laguti, Acholibur, Latanya, Lapul and Pajule.  ",Thousands of households in Pader awaits hunger as drought smashes gardens – TND News Uganda,https://tndnewsug.com/thousands-of-households-in-pader-awaits-hunger-as-drought-smashes-gardens/
202,2019-01-25,,GULU,,,"According to the report from the farmers during a training in Gulu town recently, they described the problem to the climate change.  ",Thousands of households in Pader awaits hunger as drought smashes gardens – TND News Uganda,https://tndnewsug.com/thousands-of-households-in-pader-awaits-hunger-as-drought-smashes-gardens/
203,2019-01-25,,PADER,,"LAGUTI, PADER",a peasant farmer in Laguti sub county in Pader says their crops were also damaged from the gardens due to flood in between May to July last year.  ,Thousands of households in Pader awaits hunger as drought smashes gardens – TND News Uganda,https://tndnewsug.com/thousands-of-households-in-pader-awaits-hunger-as-drought-smashes-gardens/
204,2019-01-25,,PADER,,LATANYA,"Benedict Opio, another farmer from Latanya sub county also says climate change has left their crops to dry off from the garden in late 2018.  ",Thousands of households in Pader awaits hunger as drought smashes gardens – TND News Uganda,https://tndnewsug.com/thousands-of-households-in-pader-awaits-hunger-as-drought-smashes-gardens/
205,2019-01-25,,PADER,,PADER,"Pader district has a total population of 178,004 people, as per the 2014 National Housing and Population Census.  ",Thousands of households in Pader awaits hunger as drought smashes gardens – TND News Uganda,https://tndnewsug.com/thousands-of-households-in-pader-awaits-hunger-as-drought-smashes-gardens/
206,2017-02-15,"TESO, KARAMOJA, WEST NILE","ARUA, MARACHA, PAKWACH, NAKAPIRIPIRIT, KATAKWI, MOROTO, KABONG, BUKEDEA, SOROTI, KOBOKO, AMUDAT, MOYO, SERERE, ADJUMANI, KAPELEBYONG, NGORA, AMURIA, KOTIDO, KABERAMAIDO, ABIM, NABILATUK, NEBBI, KUMI, ZOMBO, YUMBE",,,"Since last year, all regions in the country have a stressed food shortages with East and Central having the highest population [1.88million] followed by South Western [1,24million], Teso [1.1million and West Nile [1.04 million]  The Disaster preparedness state minister Musa Ecweru has reported some hunger related deaths already in Karamoja sub region and other people living on one meal a day.  ","Expect serious drought upto May 2017, experts warn Ugandans",https://theugandan.com.ug/expect-serious-drought-upto-may-2017-experts-warn-ugandans/
207,2017-02-15,KARAMOJA,"ABIM, KOTIDO, NABILATUK, KABONG, NAKAPIRIPIRIT, AMUDAT, MOROTO",,,"Between 49 and 80 percent of the about one million people in Karamoja are already in acute food shortage and depend on relief supplies from WFP and the population facing food shortages has kept increasing, Mr Ecweru said.  ","Expect serious drought upto May 2017, experts warn Ugandans",https://theugandan.com.ug/expect-serious-drought-upto-may-2017-experts-warn-ugandans/
208,2017-02-15,"KARAMOJA, TESO, ANKOLE","MITOOMA, RUBIRIZI, KATAKWI, NAKAPIRIPIRIT, MOROTO, BUSHENYI, KABONG, BUKEDEA, SOROTI, ISINGIRO, AMUDAT, NTUNGAMO, SERERE, KIRUHURA, KAPELEBYONG, NGORA, AMURIA, SHEEMA, IBANDA, MBARARA, KOTIDO, KABERAMAIDO, BUHWEJU, ABIM, NABILATUK, KUMI",,,"He said the districts most affected are those in the usually drought prone zones of the cattle corridor that stretches from Karamoja through Teso Sub region, and some parts of Ankole region.  ","Expect serious drought upto May 2017, experts warn Ugandans",https://theugandan.com.ug/expect-serious-drought-upto-may-2017-experts-warn-ugandans/
209,2017-01-20,,NEBBI,,NEBBI,"January forecast indicated very hot temperatures with average maximum temperatures ranging from 26.4 to 36.3 degrees centigrade, with Nebbi district recording as high as 38.5 degrees centigrade.  ",Uganda’s drought hits new record high,https://theugandan.com.ug/ugandas-drought-hits-new-record-high/
210,2017-01-20,,KAMPALA,,,"For example, yesterday, Kampala afternoon 32C yet the capitals normal temperature is",Uganda’s drought hits new record high,https://theugandan.com.ug/ugandas-drought-hits-new-record-high/
211,2017-01-20,,"KABALE, KASESE",,,27C. Kasese had 35 degrees Celsius while Kabale had 23 degrees Celsius.  ,Uganda’s drought hits new record high,https://theugandan.com.ug/ugandas-drought-hits-new-record-high/
212,2017-01-20,,"NEBBI, ARUA, TORORO",TORORO,NEBBI,Nebbi had 38.5 instead of 32C recorded overtime while Tororo District recorded afternoon 30C against the normal average of 29C. Arua District,Uganda’s drought hits new record high,https://theugandan.com.ug/ugandas-drought-hits-new-record-high/
213,2017-01-20,,NEBBI,,NEBBI,Nebbi District Council chairperson Ezron Alenyo said food crops and pastures have been depleted leaving the residents and cattle starving.,Uganda’s drought hits new record high,https://theugandan.com.ug/ugandas-drought-hits-new-record-high/
214,2017-01-20,,NAKASEKE,NAKASEKE,NAKASEKE,"In central, Nakaseke District Council secretary for Production, Fred Rwabirinda said: The long dry spell has hit the farmers hard.",Uganda’s drought hits new record high,https://theugandan.com.ug/ugandas-drought-hits-new-record-high/
215,2017-01-20,BUSOGA,"JINJA, IGANGA, MAYUGE, BUGIRI, LUUKA, BUYENDE, NAMAYINGO, NAMUTUMBA, KALIRO, BUGWERI, KAMULI",,,"In Busoga sub region, the situation is not any different with millions going hungry.",Uganda’s drought hits new record high,https://theugandan.com.ug/ugandas-drought-hits-new-record-high/
216,2017-01-20,,PALLISA,PALLISA,PALLISA,"A 20 litre jerrycan of water now costs Shs1000, said Mr. Zomu Yusuf, the Pallisa Town Councl mayor.  ",Uganda’s drought hits new record high,https://theugandan.com.ug/ugandas-drought-hits-new-record-high/
217,2017-01-20,"KARAMOJA, LANGO","LIRA, ABIM, OTUKE, KOTIDO, NABILATUK, APAC, KWANIA, OYAM, KABONG, ALEBTONG, AMOLATAR, KOLE, DOKOLO, NAKAPIRIPIRIT, AMUDAT, MOROTO",,,Nomandic pastoralists in Karamoja sub region have been forced to cross into Lango sub region in search of pasture and water afte thousands of cattle have starved to death.  ,Uganda’s drought hits new record high,https://theugandan.com.ug/ugandas-drought-hits-new-record-high/
218,2017-01-20,,KUMI,KUMI,KUMI,"Kumi Municipality MP Silas Aogon argues that the impact of climate change has worsened the agricultural sector yet employs more than 70 per cent of the countrys population: Poor agricultural practices have also put us down but if resilience is achieved and we apply best agricultural practices, we shall increase food production which will settle a problem of food insecurity and increase exports to improve our income for development.",Uganda’s drought hits new record high,https://theugandan.com.ug/ugandas-drought-hits-new-record-high/
219,2016-10-29,TESO,"KABERAMAIDO, SERERE, KAPELEBYONG, KUMI, BUKEDEA, NGORA, SOROTI, AMURIA, KATAKWI",,,"Teso hit with heavy drought, famine, residents plead for help. ","Teso hit with heavy drought, famine, residents plead for help",https://www.watchdoguganda.com/news/20161029/5964/teso-hit-with-heavy-drought-famine-residents-plead-for-help.html
220,2016-10-29,TESO,"KABERAMAIDO, SERERE, KAPELEBYONG, KUMI, BUKEDEA, NGORA, SOROTI, AMURIA, KATAKWI",,,By Najibu Mulema  Residents of Teso sub region have called for government intervention following food shortage that has hit the area.  ,"Teso hit with heavy drought, famine, residents plead for help",https://www.watchdoguganda.com/news/20161029/5964/teso-hit-with-heavy-drought-famine-residents-plead-for-help.html
221,2016-10-29,,SOROTI,SOROTI,SOROTI,"He also visited Omarai village in Soroti district, one of the areas hit by drought.  ","Teso hit with heavy drought, famine, residents plead for help",https://www.watchdoguganda.com/news/20161029/5964/teso-hit-with-heavy-drought-famine-residents-plead-for-help.html
